,team,period,id_match,possession,xg,outcome,x0,y0,x1,y1
1,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,66.0,63.0,58.0,69.0
2,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,58.0,69.0,41.0,58.0
3,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,41.0,58.0,13.0,53.0
5,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,54.0,62.0,49.0,59.0
6,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,48.0,59.0,42.0,64.0
8,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,83.0,54.0,83.0,39.0
9,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,84.0,46.0,85.0,75.0
10,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,88.0,75.0,87.0,61.0
11,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,87.0,64.0,84.0,76.0
12,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,84.0,76.0,86.0,63.0
13,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,82.0,60.0,82.0,63.0
14,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,84.0,67.0,80.0,77.0
15,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,81.0,77.0,85.0,77.0
16,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,85.0,77.0,83.0,72.0
17,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,84.0,71.0,81.0,77.0
18,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,81.0,77.0,73.0,78.0
19,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,68.0,77.0,35.0,47.0
20,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,35.0,47.0,42.0,12.0
21,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,79.0,6.0,83.0,2.0
22,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,90.0,4.0,97.0,3.0
23,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,100.0,4.0,92.0,14.0
24,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,92.0,14.0,104.0,21.0
25,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,117.0,3.0,110.0,3.0
26,Saudi Arabia,1,1,13-Saudi Arabia,0.018705852,Complete,112.0,2.0,107.0,11.0
28,Russia,1,1,17-Russia,0.050341994,Complete,41.0,27.0,85.0,6.0
29,Russia,1,1,17-Russia,0.050341994,Complete,102.0,15.0,100.0,63.0
30,Russia,1,1,17-Russia,0.050341994,Complete,98.0,61.0,95.0,57.0
31,Russia,1,1,17-Russia,0.050341994,Complete,94.0,58.0,118.0,59.0
32,Russia,1,1,17-Russia,0.050341994,Complete,118.0,60.0,110.0,53.0
33,Russia,1,1,22-Russia,0.035292660000000003,Complete,48.0,70.0,12.0,58.0
34,Russia,1,1,22-Russia,0.035292660000000003,Complete,14.0,58.0,73.0,34.0
35,Russia,1,1,22-Russia,0.035292660000000003,Complete,73.0,35.0,83.0,25.0
37,Russia,1,1,25-Russia,0.07074226,Complete,54.0,1.0,64.0,7.0
38,Russia,1,1,25-Russia,0.07074226,Complete,66.0,9.0,46.0,3.0
39,Russia,1,1,25-Russia,0.07074226,Complete,43.0,3.0,27.0,10.0
40,Russia,1,1,25-Russia,0.07074226,Complete,26.0,11.0,26.0,47.0
41,Russia,1,1,25-Russia,0.07074226,Complete,35.0,59.0,42.0,66.0
42,Russia,1,1,25-Russia,0.07074226,Complete,47.0,73.0,56.0,53.0
44,Russia,1,1,25-Russia,0.07074226,Complete,93.0,58.0,101.0,51.0
46,Russia,1,1,26-Russia,0.09132,Complete,104.0,17.0,106.0,6.0
47,Russia,1,1,26-Russia,0.09132,Complete,104.0,6.0,98.0,12.0
48,Russia,1,1,26-Russia,0.09132,Complete,97.0,14.0,112.0,46.0
50,Saudi Arabia,1,1,42-Saudi Arabia,0.031889375000000005,Complete,91.0,41.0,85.0,47.0
52,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,89.0,3.0,76.0,5.0
53,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,81.0,5.0,66.0,26.0
54,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,67.0,24.0,78.0,10.0
55,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,81.0,11.0,82.0,36.0
56,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,54.0,37.0,49.0,16.0
57,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,51.0,13.0,71.0,16.0
58,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,71.0,16.0,63.0,22.0
59,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,64.0,21.0,68.0,15.0
60,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,68.0,15.0,71.0,22.0
62,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,91.0,65.0,86.0,60.0
63,Saudi Arabia,1,1,50-Saudi Arabia,0.02893965,Complete,88.0,55.0,92.0,39.0
64,Saudi Arabia,1,1,56-Saudi Arabia,0.10901712,Complete,100.0,69.0,111.0,42.0
65,Russia,1,1,86-Russia,0.23187083,Complete,35.0,80.0,22.0,59.0
66,Russia,1,1,86-Russia,0.23187083,Complete,26.0,61.0,45.0,76.0
68,Russia,1,1,86-Russia,0.23187083,Complete,105.0,58.0,97.0,52.0
69,Russia,1,1,86-Russia,0.23187083,Complete,101.0,43.0,108.0,32.0
70,Russia,2,1,110-Russia,0.040208858,Complete,48.0,9.0,17.0,35.0
71,Russia,2,1,110-Russia,0.040208858,Complete,17.0,35.0,25.0,38.0
72,Russia,2,1,110-Russia,0.040208858,Complete,28.0,40.0,37.0,67.0
73,Russia,2,1,110-Russia,0.040208858,Complete,41.0,70.0,66.0,79.0
74,Russia,2,1,110-Russia,0.040208858,Complete,69.0,79.0,79.0,76.0
75,Russia,2,1,110-Russia,0.040208858,Complete,68.0,79.0,50.0,77.0
76,Russia,2,1,110-Russia,0.040208858,Complete,38.0,76.0,11.0,50.0
77,Russia,2,1,110-Russia,0.040208858,Complete,7.0,53.0,58.0,78.0
78,Russia,2,1,110-Russia,0.040208858,Complete,58.0,78.0,67.0,70.0
80,Russia,2,1,110-Russia,0.040208858,Complete,80.0,78.0,80.0,75.0
81,Russia,2,1,110-Russia,0.040208858,Complete,82.0,70.0,75.0,56.0
83,Russia,2,1,110-Russia,0.040208858,Complete,97.0,29.0,94.0,53.0
84,Russia,2,1,136-Russia,0.024569511,Complete,57.0,80.0,68.0,70.0
85,Russia,2,1,136-Russia,0.024569511,Complete,64.0,72.0,69.0,79.0
86,Russia,2,1,136-Russia,0.024569511,Complete,68.0,79.0,80.0,77.0
87,Russia,2,1,136-Russia,0.024569511,Complete,82.0,79.0,78.0,72.0
88,Russia,2,1,136-Russia,0.024569511,Complete,91.0,52.0,104.0,24.0
89,Russia,2,1,136-Russia,0.024569511,Complete,97.0,9.0,84.0,24.0
90,Russia,2,1,136-Russia,0.024569511,Complete,84.0,30.0,60.0,19.0
92,Russia,2,1,136-Russia,0.024569511,Complete,61.0,10.0,49.0,34.0
93,Russia,2,1,136-Russia,0.024569511,Complete,52.0,41.0,67.0,69.0
94,Russia,2,1,136-Russia,0.024569511,Complete,65.0,68.0,52.0,56.0
95,Russia,2,1,136-Russia,0.024569511,Complete,47.0,57.0,20.0,48.0
96,Russia,2,1,136-Russia,0.024569511,Complete,20.0,51.0,70.0,77.0
97,Russia,2,1,136-Russia,0.024569511,Complete,70.0,75.0,78.0,75.0
99,Russia,2,1,138-Russia,0.06089679,Complete,51.0,20.0,59.0,28.0
100,Russia,2,1,138-Russia,0.06089679,Complete,65.0,31.0,83.0,25.0
101,Russia,2,1,138-Russia,0.06089679,Complete,105.0,21.0,107.0,40.0
102,Russia,2,1,145-Russia,0.02600411,Complete,32.0,44.0,31.0,50.0
103,Russia,2,1,145-Russia,0.02600411,Complete,27.0,51.0,49.0,48.0
106,Russia,2,1,145-Russia,0.02600411,Complete,72.0,32.0,74.0,36.0
107,Russia,2,1,145-Russia,0.02600411,Complete,85.0,39.0,91.0,59.0
108,Russia,2,1,153-Russia,0.26920947,Complete,100.0,80.0,99.0,73.0
109,Russia,2,1,153-Russia,0.26920947,Complete,99.0,73.0,100.0,80.0
110,Russia,2,1,153-Russia,0.26920947,Complete,99.0,80.0,106.0,70.0
111,Russia,2,1,153-Russia,0.26920947,Complete,106.0,70.0,102.0,63.0
112,Russia,2,1,153-Russia,0.26920947,Complete,105.0,62.0,115.0,38.0
113,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,53.0,78.0,36.0,47.0
114,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,35.0,47.0,41.0,5.0
115,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,46.0,14.0,46.0,28.0
116,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,45.0,24.0,34.0,24.0
117,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,38.0,38.0,37.0,59.0
118,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,41.0,71.0,54.0,79.0
119,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,46.0,79.0,13.0,50.0
120,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,15.0,50.0,60.0,12.0
121,Saudi Arabia,2,1,155-Saudi Arabia,0.01618839,Complete,61.0,11.0,80.0,6.0
122,Russia,2,1,163-Russia,0.056043762999999996,Complete,96.0,68.0,113.0,45.0
125,Russia,2,1,177-Russia,0.017092118,Complete,72.0,36.0,80.0,35.0
126,Russia,2,1,177-Russia,0.017092118,Complete,82.0,36.0,77.0,37.0
127,Russia,2,1,188-Russia,0.03330527,Complete,49.0,16.0,101.0,11.0
128,Russia,2,1,188-Russia,0.03330527,Complete,100.0,10.0,99.0,20.0
131,Nigeria,1,2,33-Nigeria,0.010660103,Complete,90.0,31.0,76.0,16.0
132,Nigeria,1,2,33-Nigeria,0.010660103,Complete,86.0,25.0,93.0,32.0
133,Nigeria,1,2,33-Nigeria,0.010660103,Complete,93.0,32.0,109.0,24.0
135,Nigeria,1,2,33-Nigeria,0.010660103,Complete,86.0,22.0,91.0,40.0
137,Croatia,1,2,34-Croatia,0.07181057,Complete,30.0,23.0,43.0,35.0
138,Croatia,1,2,34-Croatia,0.07181057,Complete,42.0,35.0,40.0,10.0
139,Croatia,1,2,34-Croatia,0.07181057,Complete,40.0,9.0,54.0,20.0
140,Croatia,1,2,34-Croatia,0.07181057,Complete,68.0,20.0,84.0,3.0
141,Croatia,1,2,34-Croatia,0.07181057,Complete,98.0,25.0,105.0,48.0
142,Croatia,1,2,34-Croatia,0.07181057,Complete,104.0,48.0,100.0,45.0
143,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,56.0,19.0,45.0,29.0
144,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,44.0,35.0,49.0,64.0
145,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,42.0,56.0,38.0,40.0
146,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,38.0,40.0,48.0,12.0
147,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,49.0,16.0,53.0,27.0
148,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,57.0,32.0,56.0,48.0
149,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,55.0,50.0,63.0,65.0
150,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,73.0,69.0,75.0,47.0
151,Croatia,1,2,37-Croatia,0.016783264000000003,Complete,79.0,44.0,87.0,28.0
152,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,45.0,70.0,8.0,46.0
153,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,13.0,45.0,24.0,30.0
154,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,25.0,29.0,31.0,42.0
155,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,31.0,42.0,43.0,42.0
156,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,43.0,41.0,35.0,34.0
157,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,38.0,29.0,52.0,24.0
158,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,53.0,25.0,63.0,35.0
161,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,37.0,49.0,18.0,41.0
163,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,57.0,74.0,64.0,79.0
164,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,64.0,79.0,61.0,78.0
165,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,61.0,77.0,62.0,77.0
166,Nigeria,1,2,46-Nigeria,0.017374998000000003,Complete,71.0,75.0,100.0,65.0
168,Nigeria,1,2,47-Nigeria,0.020826573,Complete,96.0,24.0,114.0,52.0
171,Croatia,1,2,65-Croatia,0.032572243,Complete,28.0,40.0,30.0,43.0
172,Croatia,1,2,65-Croatia,0.032572243,Complete,30.0,43.0,6.0,39.0
173,Croatia,1,2,65-Croatia,0.032572243,Complete,8.0,39.0,20.0,54.0
174,Croatia,1,2,65-Croatia,0.032572243,Complete,31.0,53.0,28.0,26.0
175,Croatia,1,2,65-Croatia,0.032572243,Complete,31.0,24.0,41.0,8.0
176,Croatia,1,2,65-Croatia,0.032572243,Complete,41.0,8.0,64.0,3.0
177,Croatia,1,2,65-Croatia,0.032572243,Complete,64.0,3.0,80.0,4.0
178,Croatia,1,2,65-Croatia,0.032572243,Complete,103.0,6.0,108.0,36.0
179,Croatia,1,2,65-Croatia,0.032572243,Complete,108.0,36.0,101.0,22.0
180,Croatia,1,2,66-Croatia,0.30873626,Complete,120.0,80.0,113.0,48.0
181,Croatia,1,2,66-Croatia,0.30873626,Complete,113.0,48.0,113.0,41.0
182,Nigeria,1,2,68-Nigeria,0.16443154,Complete,79.0,42.0,83.0,37.0
183,Nigeria,1,2,68-Nigeria,0.16443154,Complete,89.0,33.0,99.0,38.0
184,Nigeria,1,2,68-Nigeria,0.16443154,Complete,65.0,25.0,74.0,28.0
185,Nigeria,1,2,68-Nigeria,0.16443154,Complete,74.0,28.0,55.0,37.0
187,Nigeria,1,2,68-Nigeria,0.16443154,Complete,81.0,60.0,92.0,79.0
188,Nigeria,1,2,68-Nigeria,0.16443154,Complete,97.0,72.0,90.0,66.0
189,Nigeria,1,2,68-Nigeria,0.16443154,Complete,93.0,64.0,68.0,54.0
190,Nigeria,1,2,68-Nigeria,0.16443154,Complete,68.0,54.0,64.0,33.0
191,Nigeria,1,2,68-Nigeria,0.16443154,Complete,64.0,33.0,78.0,5.0
192,Nigeria,1,2,68-Nigeria,0.16443154,Complete,79.0,9.0,107.0,9.0
193,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,111.0,80.0,110.0,69.0
194,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,110.0,69.0,111.0,78.0
195,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,111.0,78.0,105.0,76.0
197,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,66.0,68.0,54.0,51.0
198,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,53.0,49.0,57.0,37.0
199,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,57.0,35.0,64.0,44.0
200,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,59.0,43.0,57.0,65.0
201,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,57.0,65.0,54.0,52.0
202,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,56.0,48.0,100.0,4.0
203,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,110.0,4.0,98.0,4.0
204,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,97.0,4.0,88.0,11.0
205,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,88.0,12.0,107.0,37.0
206,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,66.0,6.0,68.0,23.0
207,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,68.0,23.0,55.0,28.0
209,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,10.0,21.0,23.0,52.0
210,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,25.0,51.0,30.0,30.0
211,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,27.0,29.0,32.0,13.0
212,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,49.0,10.0,64.0,18.0
213,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,64.0,18.0,38.0,16.0
214,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,37.0,19.0,42.0,23.0
215,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,47.0,23.0,40.0,24.0
216,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,46.0,30.0,60.0,71.0
217,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,55.0,62.0,35.0,59.0
218,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,29.0,54.0,35.0,37.0
219,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,47.0,39.0,56.0,48.0
220,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,56.0,48.0,44.0,61.0
221,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,41.0,62.0,43.0,36.0
222,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,45.0,31.0,54.0,4.0
223,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,74.0,5.0,63.0,4.0
224,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,62.0,3.0,58.0,19.0
225,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,62.0,19.0,104.0,24.0
226,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,104.0,24.0,100.0,44.0
227,Croatia,1,2,78-Croatia,0.07256923600000001,Complete,100.0,44.0,104.0,59.0
228,Croatia,1,2,78-Croatia,0.017190125,Complete,111.0,80.0,110.0,69.0
229,Croatia,1,2,78-Croatia,0.017190125,Complete,110.0,69.0,111.0,78.0
230,Croatia,1,2,78-Croatia,0.017190125,Complete,111.0,78.0,105.0,76.0
232,Croatia,1,2,78-Croatia,0.017190125,Complete,66.0,68.0,54.0,51.0
233,Croatia,1,2,78-Croatia,0.017190125,Complete,53.0,49.0,57.0,37.0
234,Croatia,1,2,78-Croatia,0.017190125,Complete,57.0,35.0,64.0,44.0
235,Croatia,1,2,78-Croatia,0.017190125,Complete,59.0,43.0,57.0,65.0
236,Croatia,1,2,78-Croatia,0.017190125,Complete,57.0,65.0,54.0,52.0
237,Croatia,1,2,78-Croatia,0.017190125,Complete,56.0,48.0,100.0,4.0
238,Croatia,1,2,78-Croatia,0.017190125,Complete,110.0,4.0,98.0,4.0
239,Croatia,1,2,78-Croatia,0.017190125,Complete,97.0,4.0,88.0,11.0
240,Croatia,1,2,78-Croatia,0.017190125,Complete,88.0,12.0,107.0,37.0
241,Croatia,1,2,78-Croatia,0.017190125,Complete,66.0,6.0,68.0,23.0
242,Croatia,1,2,78-Croatia,0.017190125,Complete,68.0,23.0,55.0,28.0
244,Croatia,1,2,78-Croatia,0.017190125,Complete,10.0,21.0,23.0,52.0
245,Croatia,1,2,78-Croatia,0.017190125,Complete,25.0,51.0,30.0,30.0
246,Croatia,1,2,78-Croatia,0.017190125,Complete,27.0,29.0,32.0,13.0
247,Croatia,1,2,78-Croatia,0.017190125,Complete,49.0,10.0,64.0,18.0
248,Croatia,1,2,78-Croatia,0.017190125,Complete,64.0,18.0,38.0,16.0
249,Croatia,1,2,78-Croatia,0.017190125,Complete,37.0,19.0,42.0,23.0
250,Croatia,1,2,78-Croatia,0.017190125,Complete,47.0,23.0,40.0,24.0
251,Croatia,1,2,78-Croatia,0.017190125,Complete,46.0,30.0,60.0,71.0
252,Croatia,1,2,78-Croatia,0.017190125,Complete,55.0,62.0,35.0,59.0
253,Croatia,1,2,78-Croatia,0.017190125,Complete,29.0,54.0,35.0,37.0
254,Croatia,1,2,78-Croatia,0.017190125,Complete,47.0,39.0,56.0,48.0
255,Croatia,1,2,78-Croatia,0.017190125,Complete,56.0,48.0,44.0,61.0
256,Croatia,1,2,78-Croatia,0.017190125,Complete,41.0,62.0,43.0,36.0
257,Croatia,1,2,78-Croatia,0.017190125,Complete,45.0,31.0,54.0,4.0
258,Croatia,1,2,78-Croatia,0.017190125,Complete,74.0,5.0,63.0,4.0
259,Croatia,1,2,78-Croatia,0.017190125,Complete,62.0,3.0,58.0,19.0
260,Croatia,1,2,78-Croatia,0.017190125,Complete,62.0,19.0,104.0,24.0
261,Croatia,1,2,78-Croatia,0.017190125,Complete,104.0,24.0,100.0,44.0
262,Croatia,1,2,78-Croatia,0.017190125,Complete,100.0,44.0,104.0,59.0
264,Nigeria,1,2,83-Nigeria,0.037955903,Complete,75.0,21.0,71.0,28.0
265,Nigeria,1,2,83-Nigeria,0.037955903,Complete,76.0,40.0,76.0,53.0
266,Nigeria,1,2,83-Nigeria,0.037955903,Complete,80.0,54.0,71.0,45.0
267,Nigeria,1,2,83-Nigeria,0.037955903,Complete,73.0,40.0,75.0,27.0
268,Nigeria,1,2,83-Nigeria,0.037955903,Complete,80.0,34.0,91.0,47.0
270,Nigeria,1,2,83-Nigeria,0.037955903,Complete,28.0,56.0,13.0,43.0
272,Nigeria,1,2,83-Nigeria,0.037955903,Complete,40.0,37.0,14.0,38.0
273,Nigeria,1,2,83-Nigeria,0.037955903,Complete,14.0,38.0,24.0,24.0
274,Nigeria,1,2,83-Nigeria,0.037955903,Complete,24.0,24.0,45.0,23.0
275,Nigeria,1,2,83-Nigeria,0.037955903,Complete,49.0,24.0,73.0,13.0
277,Nigeria,1,2,83-Nigeria,0.015733335,Complete,75.0,21.0,71.0,28.0
278,Nigeria,1,2,83-Nigeria,0.015733335,Complete,76.0,40.0,76.0,53.0
279,Nigeria,1,2,83-Nigeria,0.015733335,Complete,80.0,54.0,71.0,45.0
280,Nigeria,1,2,83-Nigeria,0.015733335,Complete,73.0,40.0,75.0,27.0
281,Nigeria,1,2,83-Nigeria,0.015733335,Complete,80.0,34.0,91.0,47.0
283,Nigeria,1,2,83-Nigeria,0.015733335,Complete,28.0,56.0,13.0,43.0
285,Nigeria,1,2,83-Nigeria,0.015733335,Complete,40.0,37.0,14.0,38.0
286,Nigeria,1,2,83-Nigeria,0.015733335,Complete,14.0,38.0,24.0,24.0
287,Nigeria,1,2,83-Nigeria,0.015733335,Complete,24.0,24.0,45.0,23.0
288,Nigeria,1,2,83-Nigeria,0.015733335,Complete,49.0,24.0,73.0,13.0
289,Nigeria,2,2,90-Nigeria,0.018591195,Complete,44.0,67.0,52.0,66.0
290,Nigeria,2,2,90-Nigeria,0.018591195,Complete,53.0,62.0,32.0,57.0
292,Nigeria,2,2,90-Nigeria,0.018591195,Complete,80.0,65.0,83.0,79.0
293,Nigeria,2,2,90-Nigeria,0.018591195,Complete,83.0,79.0,81.0,69.0
294,Nigeria,2,2,90-Nigeria,0.018591195,Complete,81.0,73.0,81.0,78.0
295,Nigeria,2,2,90-Nigeria,0.018591195,Complete,75.0,74.0,62.0,77.0
296,Nigeria,2,2,90-Nigeria,0.018591195,Complete,57.0,73.0,45.0,56.0
298,Nigeria,2,2,90-Nigeria,0.018591195,Complete,67.0,44.0,66.0,31.0
299,Nigeria,2,2,90-Nigeria,0.018591195,Complete,74.0,26.0,78.0,12.0
300,Nigeria,2,2,90-Nigeria,0.018591195,Complete,78.0,15.0,68.0,32.0
301,Nigeria,2,2,90-Nigeria,0.018591195,Complete,69.0,31.0,102.0,68.0
302,Croatia,2,2,93-Croatia,0.012014412,Complete,46.0,16.0,41.0,53.0
303,Croatia,2,2,93-Croatia,0.012014412,Complete,41.0,56.0,63.0,79.0
304,Croatia,2,2,93-Croatia,0.012014412,Complete,64.0,79.0,79.0,77.0
306,Croatia,2,2,93-Croatia,0.012014412,Complete,71.0,71.0,100.0,78.0
309,Nigeria,2,2,95-Nigeria,0.026541801,Complete,96.0,20.0,106.0,29.0
310,Nigeria,2,2,95-Nigeria,0.026541801,Complete,107.0,27.0,117.0,21.0
311,Nigeria,2,2,111-Nigeria,0.05566098,Complete,62.0,53.0,51.0,26.0
312,Nigeria,2,2,111-Nigeria,0.05566098,Complete,52.0,26.0,68.0,25.0
313,Nigeria,2,2,111-Nigeria,0.05566098,Complete,63.0,33.0,68.0,47.0
314,Nigeria,2,2,111-Nigeria,0.05566098,Complete,66.0,48.0,72.0,42.0
315,Nigeria,2,2,111-Nigeria,0.05566098,Complete,81.0,27.0,87.0,4.0
316,Nigeria,2,2,111-Nigeria,0.05566098,Complete,90.0,9.0,107.0,37.0
317,Croatia,2,2,117-Croatia,0.050183352,Complete,120.0,79.0,110.0,43.0
319,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,120.0,80.0,109.0,31.0
320,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,109.0,31.0,108.0,45.0
321,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,93.0,60.0,98.0,72.0
323,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,69.0,53.0,64.0,25.0
324,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,77.0,14.0,86.0,3.0
325,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,86.0,3.0,53.0,13.0
326,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,46.0,12.0,57.0,4.0
327,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,57.0,4.0,38.0,13.0
328,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,30.0,16.0,6.0,40.0
329,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,9.0,51.0,75.0,58.0
330,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,76.0,60.0,71.0,31.0
331,Croatia,2,2,136-Croatia,0.021700997000000003,Complete,80.0,31.0,85.0,16.0
333,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,10.0,54.0,15.0,66.0
334,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,15.0,66.0,17.0,72.0
335,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,17.0,72.0,27.0,49.0
336,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,44.0,48.0,45.0,11.0
337,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,47.0,11.0,59.0,4.0
339,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,42.0,18.0,53.0,43.0
340,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,58.0,50.0,77.0,76.0
341,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,84.0,64.0,76.0,55.0
342,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,76.0,55.0,83.0,43.0
343,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,80.0,47.0,74.0,54.0
344,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,72.0,58.0,88.0,65.0
345,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,101.0,69.0,111.0,73.0
346,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,110.0,68.0,103.0,65.0
347,Nigeria,2,2,141-Nigeria,0.042546097000000005,Complete,103.0,65.0,108.0,51.0
349,Nigeria,2,2,147-Nigeria,0.032777537,Complete,78.0,28.0,86.0,4.0
350,Nigeria,2,2,147-Nigeria,0.032777537,Complete,85.0,5.0,77.0,22.0
351,Nigeria,2,2,147-Nigeria,0.032777537,Complete,77.0,23.0,106.0,40.0
