,team,period,id_match,possession,xg,outcome,x0,y0,x1,y1
9547,Uruguay,1,57,11-Uruguay,0.022234399,Complete,80.0,77.0,95.0,49.0
9548,Uruguay,1,57,11-Uruguay,0.022234399,Complete,95.0,52.0,104.0,59.0
9549,France,1,57,13-France,0.014286653000000003,Complete,33.0,57.0,34.0,46.0
9551,France,1,57,13-France,0.014286653000000003,Complete,33.0,42.0,36.0,58.0
9552,France,1,57,13-France,0.014286653000000003,Complete,36.0,57.0,52.0,76.0
9553,France,1,57,13-France,0.014286653000000003,Complete,73.0,52.0,67.0,20.0
9554,France,1,57,13-France,0.014286653000000003,Complete,73.0,43.0,79.0,66.0
9555,France,1,57,13-France,0.014286653000000003,Complete,84.0,62.0,100.0,65.0
9556,France,1,57,13-France,0.014286653000000003,Complete,100.0,68.0,89.0,66.0
9557,France,1,57,13-France,0.014286653000000003,Complete,88.0,62.0,89.0,51.0
9558,France,1,57,13-France,0.014286653000000003,Complete,88.0,56.0,103.0,56.0
9559,France,1,57,13-France,0.014286653000000003,Complete,100.0,60.0,102.0,71.0
9561,France,1,57,13-France,0.014286653000000003,Complete,90.0,19.0,93.0,24.0
9562,France,1,57,13-France,0.014286653000000003,Complete,112.0,17.0,104.0,14.0
9563,France,1,57,13-France,0.014286653000000003,Complete,96.0,15.0,87.0,20.0
9564,France,1,57,13-France,0.014286653000000003,Complete,81.0,22.0,77.0,66.0
9565,France,1,57,13-France,0.014286653000000003,Complete,79.0,68.0,93.0,73.0
9566,France,1,57,13-France,0.014286653000000003,Complete,89.0,67.0,74.0,58.0
9567,France,1,57,13-France,0.014286653000000003,Complete,72.0,53.0,79.0,39.0
9568,France,1,57,13-France,0.014286653000000003,Complete,76.0,41.0,70.0,63.0
9569,France,1,57,13-France,0.014286653000000003,Complete,69.0,65.0,84.0,79.0
9571,France,1,57,19-France,0.0388569,Complete,92.0,12.0,109.0,44.0
9572,France,1,57,22-France,0.033427265000000005,Complete,71.0,78.0,75.0,78.0
9573,France,1,57,22-France,0.033427265000000005,Complete,87.0,78.0,63.0,71.0
9574,France,1,57,22-France,0.033427265000000005,Complete,64.0,56.0,68.0,77.0
9575,France,1,57,22-France,0.033427265000000005,Complete,81.0,66.0,89.0,65.0
9576,France,1,57,22-France,0.033427265000000005,Complete,89.0,67.0,88.0,77.0
9579,Uruguay,1,57,26-Uruguay,0.017136715,Complete,119.0,79.0,108.0,33.0
9581,France,1,57,28-France,0.16058815,Complete,8.0,41.0,50.0,77.0
9582,France,1,57,28-France,0.16058815,Complete,58.0,78.0,71.0,60.0
9583,France,1,57,28-France,0.16058815,Complete,74.0,79.0,61.0,79.0
9584,France,1,57,28-France,0.16058815,Complete,63.0,71.0,65.0,14.0
9585,France,1,57,28-France,0.16058815,Complete,77.0,12.0,82.0,20.0
9586,France,1,57,28-France,0.16058815,Complete,85.0,33.0,98.0,68.0
9587,France,1,57,28-France,0.16058815,Complete,105.0,68.0,110.0,33.0
9588,France,1,57,28-France,0.16058815,Complete,109.0,34.0,114.0,44.0
9589,France,1,57,35-France,0.009776755,Complete,99.0,80.0,86.0,77.0
9590,France,1,57,35-France,0.009776755,Complete,83.0,76.0,93.0,78.0
9591,France,1,57,35-France,0.009776755,Complete,95.0,77.0,78.0,78.0
9592,France,1,57,35-France,0.009776755,Complete,70.0,77.0,64.0,72.0
9593,France,1,57,35-France,0.009776755,Complete,65.0,67.0,70.0,14.0
9594,France,1,57,35-France,0.009776755,Complete,81.0,11.0,94.0,6.0
9595,France,1,57,35-France,0.009776755,Complete,87.0,4.0,93.0,3.0
9596,France,1,57,35-France,0.009776755,Complete,93.0,2.0,99.0,15.0
9597,France,1,57,35-France,0.009776755,Complete,99.0,15.0,89.0,13.0
9598,France,1,57,35-France,0.009776755,Complete,90.0,24.0,81.0,33.0
9599,Uruguay,1,57,66-Uruguay,0.07560027,Complete,90.0,78.0,108.0,65.0
9600,Uruguay,1,57,66-Uruguay,0.07560027,Complete,82.0,56.0,83.0,53.0
9601,Uruguay,1,57,66-Uruguay,0.07560027,Complete,83.0,53.0,80.0,52.0
9603,Uruguay,1,57,66-Uruguay,0.07560027,Complete,81.0,55.0,82.0,72.0
9604,Uruguay,1,57,66-Uruguay,0.07560027,Complete,83.0,77.0,110.0,70.0
9606,Uruguay,1,57,66-Uruguay,0.07560027,Complete,94.0,52.0,104.0,52.0
9607,France,1,57,76-France,0.043716896000000005,Complete,95.0,61.0,108.0,41.0
9609,Uruguay,1,57,90-Uruguay,0.030542174,Complete,82.0,61.0,108.0,39.0
9610,Uruguay,1,57,90-Uruguay,0.22024369,Complete,82.0,61.0,108.0,39.0
9612,Uruguay,2,57,120-Uruguay,0.02897384,Complete,54.0,62.0,58.0,65.0
9613,Uruguay,2,57,120-Uruguay,0.02897384,Complete,58.0,55.0,49.0,48.0
9614,Uruguay,2,57,120-Uruguay,0.02897384,Complete,49.0,45.0,58.0,50.0
9615,Uruguay,2,57,120-Uruguay,0.02897384,Complete,59.0,49.0,86.0,62.0
9616,Uruguay,2,57,120-Uruguay,0.02897384,Complete,79.0,60.0,95.0,79.0
9618,Uruguay,2,57,126-Uruguay,0.016463226,Complete,109.0,80.0,112.0,53.0
9621,France,2,57,131-France,0.021203276,Complete,89.0,49.0,89.0,40.0
9622,France,2,57,131-France,0.021203276,Complete,95.0,30.0,93.0,20.0
9625,France,2,57,144-France,0.07750860600000001,Complete,33.0,27.0,39.0,11.0
9626,France,2,57,144-France,0.07750860600000001,Complete,42.0,13.0,33.0,14.0
9627,France,2,57,144-France,0.07750860600000001,Complete,32.0,19.0,23.0,21.0
9628,France,2,57,144-France,0.07750860600000001,Complete,23.0,24.0,5.0,36.0
9629,France,2,57,144-France,0.07750860600000001,Complete,13.0,36.0,51.0,77.0
9631,France,2,57,144-France,0.07750860600000001,Complete,38.0,76.0,40.0,61.0
9632,France,2,57,144-France,0.07750860600000001,Complete,40.0,57.0,35.0,47.0
9633,France,2,57,144-France,0.07750860600000001,Complete,35.0,48.0,47.0,13.0
9634,France,2,57,144-France,0.07750860600000001,Complete,55.0,4.0,50.0,11.0
9635,France,2,57,144-France,0.07750860600000001,Complete,64.0,26.0,75.0,36.0
9636,France,2,57,144-France,0.07750860600000001,Complete,75.0,36.0,65.0,39.0
9637,France,2,57,144-France,0.07750860600000001,Complete,66.0,41.0,78.0,77.0
9638,France,2,57,144-France,0.07750860600000001,Complete,90.0,77.0,103.0,68.0
9639,France,2,57,144-France,0.07750860600000001,Complete,103.0,67.0,97.0,64.0
9640,France,2,57,144-France,0.07750860600000001,Complete,98.0,65.0,92.0,70.0
9641,France,2,57,144-France,0.07750860600000001,Complete,89.0,71.0,77.0,58.0
9642,France,2,57,144-France,0.07750860600000001,Complete,83.0,50.0,93.0,35.0
9643,France,2,57,149-France,0.028800627,Complete,20.0,50.0,27.0,48.0
9644,France,2,57,149-France,0.028800627,Complete,27.0,53.0,23.0,65.0
9645,France,2,57,149-France,0.028800627,Complete,24.0,75.0,55.0,59.0
9647,France,2,57,149-France,0.028800627,Complete,58.0,30.0,60.0,37.0
9648,France,2,57,149-France,0.028800627,Complete,61.0,34.0,65.0,14.0
9649,France,2,57,149-France,0.028800627,Complete,71.0,12.0,60.0,22.0
9650,France,2,57,149-France,0.028800627,Complete,64.0,23.0,72.0,22.0
9651,France,2,57,149-France,0.028800627,Complete,70.0,26.0,67.0,29.0
9652,France,2,57,149-France,0.028800627,Complete,68.0,30.0,68.0,6.0
9653,France,2,57,149-France,0.028800627,Complete,68.0,5.0,50.0,30.0
9654,France,2,57,149-France,0.028800627,Complete,49.0,31.0,60.0,38.0
9655,France,2,57,149-France,0.028800627,Complete,57.0,41.0,68.0,68.0
9656,France,2,57,149-France,0.028800627,Complete,69.0,70.0,64.0,63.0
9657,France,2,57,149-France,0.028800627,Complete,67.0,57.0,75.0,51.0
9658,France,2,57,149-France,0.028800627,Complete,76.0,62.0,71.0,70.0
9659,France,2,57,149-France,0.028800627,Complete,65.0,73.0,66.0,65.0
9660,France,2,57,149-France,0.028800627,Complete,64.0,62.0,83.0,62.0
9661,France,2,57,149-France,0.028800627,Complete,82.0,62.0,97.0,65.0
9662,France,2,57,149-France,0.028800627,Complete,104.0,68.0,91.0,72.0
9663,France,2,57,149-France,0.028800627,Complete,91.0,74.0,81.0,72.0
9664,France,2,57,149-France,0.028800627,Complete,82.0,72.0,89.0,77.0
9665,France,2,57,149-France,0.028800627,Complete,89.0,78.0,95.0,77.0
9666,France,2,57,149-France,0.028800627,Complete,94.0,77.0,87.0,54.0
9667,France,2,57,149-France,0.028800627,Complete,94.0,45.0,108.0,11.0
9669,France,2,57,149-France,0.028800627,Complete,101.0,29.0,102.0,37.0
9673,Brazil,1,58,15-Brazil,0.36159334,Complete,119.0,2.0,116.0,39.0
9674,Belgium,1,58,16-Belgium,0.042406905,Complete,18.0,42.0,78.0,8.0
9676,Belgium,1,58,16-Belgium,0.042406905,Complete,112.0,32.0,106.0,30.0
9677,Belgium,1,58,16-Belgium,0.0138102425,Complete,18.0,42.0,78.0,8.0
9679,Belgium,1,58,16-Belgium,0.0138102425,Complete,112.0,32.0,106.0,30.0
9680,Brazil,1,58,17-Brazil,0.17151164,Complete,45.0,67.0,15.0,62.0
9681,Brazil,1,58,17-Brazil,0.17151164,Complete,17.0,55.0,19.0,38.0
9682,Brazil,1,58,17-Brazil,0.17151164,Complete,42.0,26.0,54.0,20.0
9683,Brazil,1,58,17-Brazil,0.17151164,Complete,54.0,29.0,40.0,29.0
9684,Brazil,1,58,17-Brazil,0.17151164,Complete,39.0,27.0,40.0,45.0
9685,Brazil,1,58,17-Brazil,0.17151164,Complete,39.0,45.0,47.0,29.0
9686,Brazil,1,58,17-Brazil,0.17151164,Complete,44.0,35.0,40.0,51.0
9687,Brazil,1,58,17-Brazil,0.17151164,Complete,40.0,49.0,46.0,77.0
9688,Brazil,1,58,17-Brazil,0.17151164,Complete,46.0,76.0,38.0,67.0
9689,Brazil,1,58,17-Brazil,0.17151164,Complete,50.0,51.0,46.0,32.0
9690,Brazil,1,58,17-Brazil,0.17151164,Complete,54.0,30.0,77.0,7.0
9691,Brazil,1,58,17-Brazil,0.17151164,Complete,90.0,18.0,100.0,18.0
9692,Brazil,1,58,17-Brazil,0.17151164,Complete,96.0,20.0,118.0,11.0
9694,Brazil,1,58,17-Brazil,0.17151164,Complete,107.0,53.0,111.0,50.0
9695,Brazil,1,58,18-Brazil,0.21023166,Complete,119.0,80.0,110.0,38.0
9696,Brazil,1,58,18-Brazil,0.21023166,Complete,65.0,29.0,92.0,5.0
9698,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,88.0,1.0,85.0,17.0
9699,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,85.0,17.0,88.0,4.0
9700,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,87.0,4.0,68.0,7.0
9701,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,66.0,3.0,49.0,34.0
9702,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,54.0,46.0,61.0,46.0
9703,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,61.0,46.0,49.0,34.0
9704,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,47.0,34.0,51.0,13.0
9705,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,49.0,16.0,70.0,3.0
9706,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,70.0,3.0,77.0,23.0
9707,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,73.0,20.0,71.0,28.0
9708,Belgium,1,58,21-Belgium,0.06367598000000001,Complete,73.0,31.0,93.0,46.0
9709,Brazil,1,58,23-Brazil,0.2528006,Complete,46.0,41.0,54.0,50.0
9710,Brazil,1,58,23-Brazil,0.2528006,Complete,55.0,44.0,54.0,29.0
9711,Brazil,1,58,23-Brazil,0.2528006,Complete,63.0,37.0,57.0,46.0
9712,Brazil,1,58,23-Brazil,0.2528006,Complete,58.0,52.0,55.0,67.0
9713,Brazil,1,58,23-Brazil,0.2528006,Complete,54.0,66.0,46.0,49.0
9714,Brazil,1,58,23-Brazil,0.2528006,Complete,57.0,52.0,80.0,2.0
9715,Brazil,1,58,23-Brazil,0.2528006,Complete,91.0,17.0,82.0,31.0
9716,Brazil,1,58,23-Brazil,0.2528006,Complete,83.0,40.0,97.0,68.0
9718,Brazil,1,58,23-Brazil,0.2528006,Complete,100.0,10.0,95.0,16.0
9719,Brazil,1,58,23-Brazil,0.2528006,Complete,92.0,18.0,102.0,10.0
9720,Brazil,1,58,23-Brazil,0.2528006,Complete,102.0,10.0,112.0,18.0
9721,Brazil,1,58,23-Brazil,0.2528006,Complete,119.0,26.0,115.0,39.0
9722,Brazil,1,58,31-Brazil,0.051233336,Complete,38.0,24.0,34.0,17.0
9723,Brazil,1,58,31-Brazil,0.051233336,Complete,37.0,19.0,47.0,3.0
9724,Brazil,1,58,31-Brazil,0.051233336,Complete,46.0,4.0,63.0,3.0
9725,Brazil,1,58,31-Brazil,0.051233336,Complete,79.0,7.0,93.0,5.0
9726,Brazil,1,58,31-Brazil,0.051233336,Complete,95.0,3.0,94.0,13.0
9727,Brazil,1,58,31-Brazil,0.051233336,Complete,93.0,16.0,99.0,12.0
9728,Brazil,1,58,31-Brazil,0.051233336,Complete,99.0,12.0,91.0,16.0
9729,Brazil,1,58,31-Brazil,0.051233336,Complete,91.0,19.0,86.0,32.0
9730,Brazil,1,58,31-Brazil,0.051233336,Complete,86.0,30.0,89.0,26.0
9731,Brazil,1,58,49-Brazil,0.019016622,Complete,84.0,80.0,77.0,75.0
9732,Brazil,1,58,49-Brazil,0.019016622,Complete,76.0,75.0,54.0,50.0
9733,Brazil,1,58,49-Brazil,0.019016622,Complete,55.0,51.0,71.0,6.0
9736,Belgium,1,58,61-Belgium,0.038587574,Complete,77.0,37.0,91.0,59.0
9737,Brazil,1,58,65-Brazil,0.084124245,Complete,64.0,52.0,76.0,78.0
9738,Brazil,1,58,65-Brazil,0.084124245,Complete,68.0,73.0,53.0,50.0
9739,Brazil,1,58,65-Brazil,0.084124245,Complete,62.0,45.0,78.0,12.0
9740,Brazil,1,58,65-Brazil,0.084124245,Complete,95.0,25.0,90.0,25.0
9741,Brazil,1,58,65-Brazil,0.084124245,Complete,91.0,21.0,104.0,10.0
9742,Brazil,1,58,65-Brazil,0.084124245,Complete,105.0,11.0,108.0,46.0
9743,Brazil,1,58,69-Brazil,0.0186501,Complete,120.0,2.0,114.0,3.0
9744,Brazil,1,58,69-Brazil,0.0186501,Complete,113.0,3.0,97.0,19.0
9746,Belgium,1,58,73-Belgium,0.026964227,Complete,120.0,2.0,116.0,32.0
9747,Brazil,2,58,95-Brazil,0.027100226,Complete,99.0,1.0,92.0,5.0
9748,Brazil,2,58,95-Brazil,0.027100226,Complete,92.0,6.0,98.0,3.0
9749,Brazil,2,58,95-Brazil,0.027100226,Complete,97.0,4.0,98.0,20.0
9750,Brazil,2,58,98-Brazil,0.09042175,Complete,66.0,42.0,65.0,51.0
9751,Brazil,2,58,98-Brazil,0.09042175,Complete,81.0,54.0,81.0,39.0
9752,Brazil,2,58,98-Brazil,0.09042175,Complete,86.0,39.0,100.0,15.0
9753,Brazil,2,58,98-Brazil,0.09042175,Complete,106.0,17.0,119.0,52.0
9755,Brazil,2,58,98-Brazil,0.09042175,Complete,75.0,62.0,81.0,69.0
9756,Brazil,2,58,98-Brazil,0.09042175,Complete,83.0,69.0,96.0,78.0
9757,Brazil,2,58,98-Brazil,0.09042175,Complete,96.0,77.0,102.0,77.0
9758,Brazil,2,58,98-Brazil,0.09042175,Complete,98.0,78.0,92.0,62.0
9759,Brazil,2,58,98-Brazil,0.09042175,Complete,93.0,59.0,105.0,62.0
9761,Belgium,2,58,114-Belgium,0.105908796,Complete,51.0,12.0,68.0,34.0
9762,Belgium,2,58,114-Belgium,0.105908796,Complete,74.0,32.0,97.0,26.0
9763,Brazil,2,58,115-Brazil,0.022356467,Complete,76.0,27.0,86.0,39.0
9764,Brazil,2,58,115-Brazil,0.022356467,Complete,87.0,42.0,99.0,63.0
9765,Brazil,2,58,119-Brazil,0.03897969,Complete,35.0,57.0,54.0,46.0
9766,Brazil,2,58,119-Brazil,0.03897969,Complete,53.0,46.0,54.0,22.0
9767,Brazil,2,58,119-Brazil,0.03897969,Complete,56.0,22.0,94.0,21.0
9768,Brazil,2,58,119-Brazil,0.03897969,Complete,105.0,15.0,95.0,33.0
9769,Brazil,2,58,119-Brazil,0.03897969,Complete,93.0,30.0,102.0,26.0
9771,Brazil,2,58,119-Brazil,0.03897969,Complete,94.0,25.0,82.0,41.0
9772,Brazil,2,58,119-Brazil,0.03897969,Complete,81.0,40.0,88.0,32.0
9773,Brazil,2,58,119-Brazil,0.03897969,Complete,94.0,31.0,94.0,38.0
9774,Brazil,2,58,119-Brazil,0.03897969,Complete,94.0,39.0,100.0,32.0
9775,Brazil,2,58,130-Brazil,0.014660498999999999,Complete,50.0,32.0,46.0,51.0
9776,Brazil,2,58,130-Brazil,0.014660498999999999,Complete,50.0,54.0,71.0,78.0
9777,Brazil,2,58,133-Brazil,0.018556835,Complete,78.0,41.0,83.0,29.0
9778,Brazil,2,58,133-Brazil,0.018556835,Complete,86.0,29.0,92.0,12.0
9779,Brazil,2,58,133-Brazil,0.018556835,Complete,99.0,16.0,87.0,26.0
9780,Brazil,2,58,133-Brazil,0.018556835,Complete,89.0,28.0,81.0,41.0
9781,Brazil,2,58,133-Brazil,0.018556835,Complete,81.0,45.0,88.0,67.0
9782,Brazil,2,58,149-Brazil,0.023014523,Complete,26.0,35.0,50.0,35.0
9783,Brazil,2,58,149-Brazil,0.023014523,Complete,48.0,42.0,75.0,68.0
9784,Brazil,2,58,149-Brazil,0.28675409999999996,Complete,26.0,35.0,50.0,35.0
9785,Brazil,2,58,149-Brazil,0.28675409999999996,Complete,48.0,42.0,75.0,68.0
9786,Brazil,2,58,152-Brazil,0.24401957,Complete,92.0,58.0,92.0,40.0
9788,Brazil,2,58,152-Brazil,0.24401957,Complete,75.0,41.0,71.0,36.0
9789,Brazil,2,58,152-Brazil,0.24401957,Complete,73.0,36.0,81.0,32.0
9790,Brazil,2,58,152-Brazil,0.24401957,Complete,94.0,33.0,110.0,44.0
9791,Brazil,2,58,155-Brazil,0.06907036,Complete,29.0,37.0,43.0,28.0
9792,Brazil,2,58,155-Brazil,0.06907036,Complete,51.0,24.0,72.0,3.0
9793,Brazil,2,58,155-Brazil,0.06907036,Complete,107.0,17.0,110.0,35.0
9794,Brazil,2,58,160-Brazil,0.12589678,Complete,60.0,25.0,74.0,25.0
9795,Brazil,2,58,160-Brazil,0.12589678,Complete,88.0,37.0,94.0,44.0
9796,Brazil,2,58,163-Brazil,0.08818953,Complete,34.0,19.0,63.0,27.0
9797,Brazil,2,58,163-Brazil,0.08818953,Complete,73.0,29.0,106.0,17.0
9798,Brazil,2,58,163-Brazil,0.08818953,Complete,113.0,24.0,108.0,32.0
9799,Brazil,2,58,176-Brazil,0.03822777,Complete,23.0,31.0,20.0,26.0
9800,Brazil,2,58,176-Brazil,0.03822777,Complete,20.0,25.0,21.0,39.0
9801,Brazil,2,58,176-Brazil,0.03822777,Complete,23.0,40.0,43.0,30.0
9802,Brazil,2,58,176-Brazil,0.03822777,Complete,42.0,33.0,34.0,27.0
9803,Brazil,2,58,176-Brazil,0.03822777,Complete,34.0,25.0,22.0,31.0
9804,Brazil,2,58,176-Brazil,0.03822777,Complete,23.0,31.0,35.0,34.0
9805,Brazil,2,58,176-Brazil,0.03822777,Complete,33.0,38.0,51.0,67.0
9806,Brazil,2,58,176-Brazil,0.03822777,Complete,62.0,74.0,73.0,78.0
9807,Brazil,2,58,176-Brazil,0.03822777,Complete,84.0,51.0,97.0,23.0
9808,Brazil,2,58,176-Brazil,0.03822777,Complete,99.0,22.0,96.0,38.0
9810,Brazil,2,58,179-Brazil,0.05033908,Complete,13.0,6.0,17.0,16.0
9811,Brazil,2,58,179-Brazil,0.05033908,Complete,17.0,16.0,21.0,37.0
9812,Brazil,2,58,179-Brazil,0.05033908,Complete,54.0,49.0,67.0,22.0
9813,Brazil,2,58,179-Brazil,0.05033908,Complete,68.0,26.0,72.0,36.0
9814,Brazil,2,58,179-Brazil,0.05033908,Complete,74.0,34.0,75.0,24.0
9815,Brazil,2,58,179-Brazil,0.05033908,Complete,73.0,25.0,88.0,25.0
9816,Brazil,2,58,179-Brazil,0.05033908,Complete,93.0,41.0,94.0,76.0
9817,Brazil,2,58,179-Brazil,0.05033908,Complete,100.0,54.0,98.0,39.0
9818,Brazil,2,58,180-Brazil,0.12785628,Complete,120.0,79.0,112.0,44.0
9820,England,1,59,42-England,0.038979112999999996,Complete,30.0,66.0,31.0,60.0
9821,England,1,59,42-England,0.038979112999999996,Complete,31.0,61.0,57.0,58.0
9822,England,1,59,62-England,0.029323215000000007,Complete,119.0,1.0,110.0,42.0
9823,England,1,59,69-England,0.01701937,Complete,97.0,80.0,94.0,74.0
9824,England,1,59,69-England,0.01701937,Complete,95.0,76.0,94.0,80.0
9825,England,1,59,69-England,0.01701937,Complete,93.0,79.0,85.0,77.0
9826,England,1,59,69-England,0.01701937,Complete,86.0,77.0,65.0,78.0
9827,England,1,59,69-England,0.01701937,Complete,65.0,76.0,54.0,56.0
9828,England,1,59,69-England,0.01701937,Complete,44.0,66.0,21.0,36.0
9829,England,1,59,69-England,0.01701937,Complete,26.0,34.0,83.0,76.0
9831,England,1,59,69-England,0.01701937,Complete,101.0,64.0,91.0,61.0
9832,England,1,59,87-England,0.12916788,Complete,49.0,18.0,32.0,13.0
9833,England,1,59,87-England,0.12916788,Complete,32.0,14.0,41.0,5.0
9834,England,1,59,87-England,0.12916788,Complete,41.0,4.0,30.0,30.0
9835,England,1,59,87-England,0.12916788,Complete,30.0,40.0,41.0,79.0
9836,England,1,59,87-England,0.12916788,Complete,40.0,79.0,29.0,59.0
9837,England,1,59,87-England,0.12916788,Complete,30.0,54.0,7.0,33.0
9838,England,1,59,87-England,0.12916788,Complete,10.0,29.0,50.0,79.0
9839,England,1,59,87-England,0.12916788,Complete,51.0,79.0,64.0,66.0
9840,England,1,59,87-England,0.12916788,Complete,65.0,67.0,57.0,54.0
9841,England,1,59,87-England,0.12916788,Complete,56.0,54.0,103.0,41.0
9842,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,107.0,2.0,114.0,16.0
9844,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,99.0,3.0,114.0,50.0
9845,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,109.0,67.0,94.0,66.0
9846,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,94.0,69.0,92.0,55.0
9847,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,92.0,54.0,93.0,73.0
9848,Sweden,2,59,92-Sweden,0.035695355000000005,Complete,95.0,68.0,103.0,76.0
9850,Sweden,2,59,103-Sweden,0.03667413,Complete,68.0,71.0,35.0,58.0
9851,Sweden,2,59,103-Sweden,0.03667413,Complete,66.0,52.0,85.0,56.0
9853,Sweden,2,59,103-Sweden,0.03667413,Complete,91.0,79.0,78.0,66.0
9854,Sweden,2,59,103-Sweden,0.03667413,Complete,83.0,75.0,97.0,2.0
9855,England,2,59,107-England,0.040737465,Complete,83.0,4.0,113.0,53.0
9856,England,2,59,107-England,0.040737465,Complete,113.0,53.0,115.0,33.0
9860,England,2,59,112-England,0.015189848,Complete,65.0,77.0,77.0,74.0
9861,England,2,59,112-England,0.015189848,Complete,91.0,67.0,114.0,16.0
9863,England,2,59,112-England,0.015189848,Complete,86.0,34.0,95.0,34.0
9864,England,2,59,112-England,0.015189848,Complete,95.0,35.0,83.0,35.0
9865,England,2,59,112-England,0.015189848,Complete,81.0,36.0,98.0,9.0
9866,England,2,59,112-England,0.015189848,Complete,98.0,7.0,91.0,14.0
9867,England,2,59,112-England,0.015189848,Complete,91.0,14.0,90.0,22.0
9868,England,2,59,114-England,0.03597678,Complete,100.0,1.0,102.0,13.0
9869,England,2,59,114-England,0.03597678,Complete,97.0,17.0,103.0,1.0
9872,England,2,59,114-England,0.03597678,Complete,84.0,18.0,84.0,13.0
9873,England,2,59,114-England,0.03597678,Complete,84.0,13.0,95.0,3.0
9874,England,2,59,114-England,0.03597678,Complete,101.0,12.0,98.0,23.0
9875,England,2,59,114-England,0.03597678,Complete,97.0,28.0,95.0,45.0
9876,England,2,59,114-England,0.03597678,Complete,109.0,66.0,97.0,57.0
9877,England,2,59,114-England,0.03597678,Complete,97.0,55.0,116.0,32.0
9878,England,2,59,114-England,0.075022474,Complete,100.0,1.0,102.0,13.0
9879,England,2,59,114-England,0.075022474,Complete,97.0,17.0,103.0,1.0
9882,England,2,59,114-England,0.075022474,Complete,84.0,18.0,84.0,13.0
9883,England,2,59,114-England,0.075022474,Complete,84.0,13.0,95.0,3.0
9884,England,2,59,114-England,0.075022474,Complete,101.0,12.0,98.0,23.0
9885,England,2,59,114-England,0.075022474,Complete,97.0,28.0,95.0,45.0
9886,England,2,59,114-England,0.075022474,Complete,109.0,66.0,97.0,57.0
9887,England,2,59,114-England,0.075022474,Complete,97.0,55.0,116.0,32.0
9888,Sweden,2,59,118-Sweden,0.14778149999999998,Complete,4.0,38.0,22.0,67.0
9889,Sweden,2,59,118-Sweden,0.14778149999999998,Complete,28.0,69.0,68.0,68.0
9890,Sweden,2,59,118-Sweden,0.14778149999999998,Complete,93.0,62.0,106.0,59.0
9891,Sweden,2,59,118-Sweden,0.14778149999999998,Complete,106.0,59.0,110.0,45.0
9892,Sweden,2,59,118-Sweden,0.14778149999999998,Complete,110.0,45.0,105.0,42.0
9893,Sweden,2,59,118-Sweden,0.18742979,Complete,4.0,38.0,22.0,67.0
9894,Sweden,2,59,118-Sweden,0.18742979,Complete,28.0,69.0,68.0,68.0
9895,Sweden,2,59,118-Sweden,0.18742979,Complete,93.0,62.0,106.0,59.0
9896,Sweden,2,59,118-Sweden,0.18742979,Complete,106.0,59.0,110.0,45.0
9897,Sweden,2,59,118-Sweden,0.18742979,Complete,110.0,45.0,105.0,42.0
9898,Sweden,2,59,119-Sweden,0.016422462000000002,Complete,87.0,6.0,103.0,46.0
9901,England,2,59,132-England,0.040958703,Complete,48.0,28.0,67.0,29.0
9902,England,2,59,132-England,0.040958703,Complete,67.0,29.0,87.0,21.0
9904,England,2,59,132-England,0.040958703,Complete,109.0,11.0,97.0,19.0
9905,England,2,59,132-England,0.040958703,Complete,96.0,19.0,85.0,21.0
9906,England,2,59,132-England,0.040958703,Complete,85.0,20.0,89.0,2.0
9907,England,2,59,132-England,0.040958703,Complete,90.0,2.0,99.0,21.0
9908,England,2,59,132-England,0.040958703,Complete,100.0,23.0,93.0,34.0
9909,England,2,59,132-England,0.040958703,Complete,98.0,25.0,105.0,17.0
9910,England,2,59,132-England,0.02359351,Complete,48.0,28.0,67.0,29.0
9911,England,2,59,132-England,0.02359351,Complete,67.0,29.0,87.0,21.0
9913,England,2,59,132-England,0.02359351,Complete,109.0,11.0,97.0,19.0
9914,England,2,59,132-England,0.02359351,Complete,96.0,19.0,85.0,21.0
9915,England,2,59,132-England,0.02359351,Complete,85.0,20.0,89.0,2.0
9916,England,2,59,132-England,0.02359351,Complete,90.0,2.0,99.0,21.0
9917,England,2,59,132-England,0.02359351,Complete,100.0,23.0,93.0,34.0
9918,England,2,59,132-England,0.02359351,Complete,98.0,25.0,105.0,17.0
9919,Sweden,2,59,135-Sweden,0.17437012000000002,Complete,39.0,1.0,20.0,5.0
9920,Sweden,2,59,135-Sweden,0.17437012000000002,Complete,19.0,6.0,25.0,32.0
9921,Sweden,2,59,135-Sweden,0.17437012000000002,Complete,25.0,34.0,36.0,48.0
