,team,period,outcome,x0,y0,x1,y1,possession,id_match
0,Saudi Arabia,1,Complete,61.0,40.0,35.0,39.0,2-Saudi Arabia,1
1,Saudi Arabia,1,Incomplete,36.0,40.0,90.0,16.0,2-Saudi Arabia,1
2,Russia,1,Incomplete,38.0,68.0,45.0,75.0,2-Russia,1
3,Saudi Arabia,1,Complete,76.0,6.0,91.0,6.0,2-Saudi Arabia,1
4,Saudi Arabia,1,Complete,91.0,8.0,104.0,3.0,2-Saudi Arabia,1
5,Saudi Arabia,1,Complete,107.0,20.0,105.0,16.0,2-Saudi Arabia,1
6,Saudi Arabia,1,Complete,106.0,15.0,95.0,10.0,2-Saudi Arabia,1
7,Saudi Arabia,1,Complete,94.0,6.0,88.0,13.0,2-Saudi Arabia,1
8,Saudi Arabia,1,Complete,88.0,16.0,84.0,3.0,2-Saudi Arabia,1
9,Saudi Arabia,1,Complete,74.0,1.0,88.0,3.0,3-Saudi Arabia,1
10,Russia,1,Complete,40.0,78.0,55.0,73.0,4-Russia,1
11,Russia,1,Incomplete,53.0,74.0,63.0,69.0,4-Russia,1
12,Saudi Arabia,1,Incomplete,58.0,12.0,51.0,3.0,4-Saudi Arabia,1
13,Russia,1,Complete,54.0,68.0,52.0,31.0,5-Russia,1
14,Russia,1,Complete,52.0,30.0,49.0,61.0,5-Russia,1
15,Russia,1,Complete,47.0,60.0,84.0,59.0,5-Russia,1
16,Russia,1,Incomplete,97.0,62.0,109.0,65.0,5-Russia,1
17,Saudi Arabia,1,Out,5.0,3.0,37.0,1.0,5-Saudi Arabia,1
18,Russia,1,Complete,105.0,80.0,113.0,69.0,6-Russia,1
19,Russia,1,Complete,112.0,69.0,105.0,70.0,6-Russia,1
20,Russia,1,Complete,106.0,70.0,110.0,58.0,6-Russia,1
21,Saudi Arabia,1,Incomplete,8.0,22.0,29.0,20.0,7-Saudi Arabia,1
22,Russia,1,Incomplete,92.0,61.0,101.0,62.0,7-Russia,1
23,Saudi Arabia,1,Complete,26.0,21.0,26.0,15.0,7-Saudi Arabia,1
24,Saudi Arabia,1,Out,27.0,13.0,42.0,1.0,7-Saudi Arabia,1
25,Russia,1,Complete,55.0,76.0,45.0,44.0,8-Russia,1
26,Russia,1,Complete,45.0,39.0,54.0,5.0,8-Russia,1
27,Russia,1,Complete,57.0,5.0,117.0,13.0,8-Russia,1
28,Russia,1,Incomplete,120.0,1.0,117.0,33.0,9-Russia,1
29,Russia,1,Complete,95.0,14.0,71.0,27.0,9-Russia,1
30,Russia,1,Complete,71.0,25.0,30.0,57.0,9-Russia,1
31,Russia,1,Unknown,29.0,58.0,97.0,15.0,9-Russia,1
32,Saudi Arabia,1,Incomplete,23.0,57.0,76.0,4.0,10-Saudi Arabia,1
33,Russia,1,Incomplete,45.0,77.0,87.0,58.0,10-Russia,1
34,Saudi Arabia,1,Complete,34.0,23.0,12.0,36.0,10-Saudi Arabia,1
35,Saudi Arabia,1,Incomplete,13.0,37.0,60.0,72.0,10-Saudi Arabia,1
36,Russia,1,Out,62.0,9.0,53.0,1.0,10-Russia,1
37,Saudi Arabia,1,Complete,62.0,80.0,65.0,72.0,11-Saudi Arabia,1
38,Russia,1,Incomplete,45.0,7.0,45.0,7.0,11-Russia,1
39,Saudi Arabia,1,Complete,83.0,80.0,82.0,68.0,12-Saudi Arabia,1
40,Saudi Arabia,1,Complete,82.0,68.0,79.0,79.0,12-Saudi Arabia,1
41,Saudi Arabia,1,Incomplete,71.0,80.0,83.0,65.0,13-Saudi Arabia,1
42,Russia,1,Complete,38.0,16.0,45.0,23.0,13-Russia,1
43,Russia,1,Incomplete,45.0,23.0,55.0,22.0,13-Russia,1
44,Saudi Arabia,1,Complete,66.0,63.0,58.0,69.0,13-Saudi Arabia,1
45,Saudi Arabia,1,Complete,58.0,69.0,41.0,58.0,13-Saudi Arabia,1
46,Saudi Arabia,1,Complete,41.0,58.0,13.0,53.0,13-Saudi Arabia,1
47,Saudi Arabia,1,Incomplete,14.0,58.0,63.0,77.0,13-Saudi Arabia,1
48,Russia,1,Complete,58.0,4.0,81.0,6.0,13-Russia,1
49,Russia,1,Complete,76.0,11.0,73.0,15.0,13-Russia,1
50,Russia,1,Incomplete,71.0,15.0,82.0,14.0,13-Russia,1
51,Saudi Arabia,1,Complete,54.0,62.0,49.0,59.0,13-Saudi Arabia,1
52,Saudi Arabia,1,Complete,48.0,59.0,42.0,64.0,13-Saudi Arabia,1
53,Saudi Arabia,1,Incomplete,42.0,63.0,84.0,68.0,13-Saudi Arabia,1
54,Saudi Arabia,1,Complete,83.0,54.0,83.0,39.0,13-Saudi Arabia,1
55,Saudi Arabia,1,Complete,84.0,46.0,85.0,75.0,13-Saudi Arabia,1
56,Saudi Arabia,1,Complete,88.0,75.0,87.0,61.0,13-Saudi Arabia,1
57,Saudi Arabia,1,Complete,87.0,64.0,84.0,76.0,13-Saudi Arabia,1
58,Saudi Arabia,1,Complete,84.0,76.0,86.0,63.0,13-Saudi Arabia,1
59,Saudi Arabia,1,Complete,82.0,60.0,82.0,63.0,13-Saudi Arabia,1
60,Saudi Arabia,1,Complete,84.0,67.0,80.0,77.0,13-Saudi Arabia,1
61,Saudi Arabia,1,Complete,81.0,77.0,85.0,77.0,13-Saudi Arabia,1
62,Saudi Arabia,1,Complete,85.0,77.0,83.0,72.0,13-Saudi Arabia,1
63,Saudi Arabia,1,Complete,84.0,71.0,81.0,77.0,13-Saudi Arabia,1
64,Saudi Arabia,1,Complete,81.0,77.0,73.0,78.0,13-Saudi Arabia,1
65,Saudi Arabia,1,Complete,68.0,77.0,35.0,47.0,13-Saudi Arabia,1
66,Saudi Arabia,1,Complete,35.0,47.0,42.0,12.0,13-Saudi Arabia,1
67,Saudi Arabia,1,Complete,79.0,6.0,83.0,2.0,13-Saudi Arabia,1
68,Saudi Arabia,1,Complete,90.0,4.0,97.0,3.0,13-Saudi Arabia,1
69,Saudi Arabia,1,Complete,100.0,4.0,92.0,14.0,13-Saudi Arabia,1
70,Saudi Arabia,1,Complete,92.0,14.0,104.0,21.0,13-Saudi Arabia,1
71,Saudi Arabia,1,Complete,117.0,3.0,110.0,3.0,13-Saudi Arabia,1
72,Saudi Arabia,1,Complete,112.0,2.0,107.0,11.0,13-Saudi Arabia,1
73,Saudi Arabia,1,Incomplete,107.0,12.0,111.0,13.0,13-Saudi Arabia,1
74,Russia,1,Out,9.0,68.0,39.0,80.0,13-Russia,1
75,Saudi Arabia,1,Complete,85.0,1.0,79.0,3.0,14-Saudi Arabia,1
76,Saudi Arabia,1,Complete,79.0,3.0,83.0,2.0,14-Saudi Arabia,1
77,Saudi Arabia,1,Complete,83.0,2.0,80.0,7.0,14-Saudi Arabia,1
78,Saudi Arabia,1,Complete,79.0,14.0,64.0,54.0,14-Saudi Arabia,1
79,Saudi Arabia,1,Complete,64.0,58.0,82.0,77.0,14-Saudi Arabia,1
80,Saudi Arabia,1,Complete,82.0,74.0,97.0,64.0,14-Saudi Arabia,1
81,Saudi Arabia,1,Complete,105.0,80.0,88.0,76.0,15-Saudi Arabia,1
82,Saudi Arabia,1,Complete,88.0,76.0,102.0,77.0,15-Saudi Arabia,1
83,Saudi Arabia,1,Incomplete,102.0,77.0,106.0,71.0,15-Saudi Arabia,1
84,Saudi Arabia,1,Complete,107.0,80.0,100.0,76.0,16-Saudi Arabia,1
85,Saudi Arabia,1,Complete,100.0,76.0,107.0,77.0,16-Saudi Arabia,1
86,Saudi Arabia,1,Complete,103.0,77.0,100.0,72.0,16-Saudi Arabia,1
87,Russia,1,Complete,41.0,27.0,85.0,6.0,17-Russia,1
88,Russia,1,Complete,102.0,15.0,100.0,63.0,17-Russia,1
89,Russia,1,Complete,98.0,61.0,95.0,57.0,17-Russia,1
90,Russia,1,Complete,94.0,58.0,118.0,59.0,17-Russia,1
91,Russia,1,Complete,118.0,60.0,110.0,53.0,17-Russia,1
92,Russia,1,Complete,105.0,80.0,117.0,68.0,18-Russia,1
93,Russia,1,Incomplete,117.0,63.0,117.0,57.0,18-Russia,1
94,Russia,1,Complete,112.0,80.0,116.0,71.0,19-Russia,1
95,Russia,1,Complete,116.0,71.0,111.0,70.0,19-Russia,1
96,Saudi Arabia,1,Complete,4.0,19.0,5.0,26.0,19-Saudi Arabia,1
97,Saudi Arabia,1,Out,8.0,28.0,43.0,80.0,19-Saudi Arabia,1
98,Russia,1,Complete,47.0,54.0,55.0,76.0,20-Russia,1
99,Russia,1,Complete,56.0,76.0,35.0,59.0,20-Russia,1
100,Russia,1,Complete,34.0,59.0,14.0,55.0,20-Russia,1
101,Russia,1,Complete,14.0,55.0,26.0,60.0,20-Russia,1
102,Russia,1,Incomplete,27.0,69.0,51.0,71.0,20-Russia,1
103,Saudi Arabia,1,Incomplete,38.0,19.0,46.0,12.0,20-Saudi Arabia,1
104,Russia,1,Incomplete,83.0,63.0,89.0,58.0,20-Russia,1
105,Saudi Arabia,1,Complete,32.0,23.0,46.0,5.0,21-Saudi Arabia,1
106,Saudi Arabia,1,Complete,48.0,6.0,56.0,12.0,21-Saudi Arabia,1
107,Saudi Arabia,1,Incomplete,56.0,12.0,68.0,6.0,21-Saudi Arabia,1
108,Russia,1,Complete,48.0,70.0,12.0,58.0,22-Russia,1
109,Russia,1,Complete,14.0,58.0,73.0,34.0,22-Russia,1
110,Russia,1,Complete,73.0,35.0,83.0,25.0,22-Russia,1
111,Russia,1,Incomplete,115.0,23.0,115.0,29.0,22-Russia,1
112,Russia,1,Incomplete,120.0,1.0,104.0,56.0,23-Russia,1
113,Saudi Arabia,1,Complete,65.0,7.0,119.0,73.0,23-Saudi Arabia,1
114,Russia,1,Complete,8.0,1.0,21.0,6.0,24-Russia,1
115,Russia,1,Complete,21.0,4.0,13.0,7.0,24-Russia,1
116,Russia,1,Incomplete,12.0,7.0,51.0,16.0,24-Russia,1
117,Saudi Arabia,1,Incomplete,70.0,65.0,96.0,58.0,24-Saudi Arabia,1
118,Russia,1,Complete,25.0,21.0,39.0,5.0,24-Russia,1
119,Russia,1,Complete,40.0,6.0,54.0,6.0,24-Russia,1
120,Russia,1,Complete,54.0,1.0,64.0,7.0,25-Russia,1
121,Russia,1,Complete,66.0,9.0,46.0,3.0,25-Russia,1
122,Russia,1,Complete,43.0,3.0,27.0,10.0,25-Russia,1
123,Russia,1,Complete,26.0,11.0,26.0,47.0,25-Russia,1
124,Russia,1,Complete,35.0,59.0,42.0,66.0,25-Russia,1
125,Russia,1,Complete,47.0,73.0,56.0,53.0,25-Russia,1
126,Russia,1,Incomplete,55.0,54.0,75.0,75.0,25-Russia,1
127,Saudi Arabia,1,Complete,46.0,6.0,48.0,13.0,25-Saudi Arabia,1
128,Russia,1,Complete,93.0,58.0,101.0,51.0,25-Russia,1
129,Russia,1,Incomplete,120.0,2.0,117.0,35.0,26-Russia,1
130,Russia,1,Complete,104.0,17.0,106.0,6.0,26-Russia,1
131,Russia,1,Complete,104.0,6.0,98.0,12.0,26-Russia,1
132,Russia,1,Complete,97.0,14.0,112.0,46.0,26-Russia,1
133,Saudi Arabia,1,Complete,63.0,3.0,41.0,3.0,27-Saudi Arabia,1
134,Saudi Arabia,1,Complete,33.0,6.0,14.0,32.0,27-Saudi Arabia,1
135,Saudi Arabia,1,Incomplete,15.0,36.0,58.0,76.0,27-Saudi Arabia,1
136,Russia,1,Out,63.0,5.0,70.0,1.0,27-Russia,1
137,Russia,1,Incomplete,40.0,5.0,50.0,7.0,27-Russia,1
138,Saudi Arabia,1,Incomplete,71.0,74.0,74.0,74.0,27-Saudi Arabia,1
139,Russia,1,Incomplete,54.0,1.0,79.0,9.0,28-Russia,1
140,Saudi Arabia,1,Incomplete,48.0,68.0,51.0,67.0,28-Saudi Arabia,1
141,Russia,1,Incomplete,70.0,14.0,83.0,24.0,28-Russia,1
142,Saudi Arabia,1,Incomplete,38.0,57.0,45.0,66.0,28-Saudi Arabia,1
143,Russia,1,Pass Offside,81.0,13.0,90.0,14.0,28-Russia,1
144,Russia,1,Complete,59.0,70.0,33.0,42.0,29-Russia,1
145,Russia,1,Complete,33.0,41.0,43.0,75.0,29-Russia,1
146,Russia,1,Complete,42.0,72.0,56.0,73.0,29-Russia,1
147,Russia,1,Complete,58.0,73.0,47.0,66.0,29-Russia,1
148,Russia,1,Complete,46.0,67.0,16.0,46.0,29-Russia,1
149,Russia,1,Complete,15.0,45.0,25.0,38.0,29-Russia,1
150,Russia,1,Complete,29.0,40.0,26.0,70.0,29-Russia,1
151,Russia,1,Incomplete,24.0,73.0,98.0,63.0,29-Russia,1
152,Saudi Arabia,1,Out,23.0,18.0,16.0,1.0,29-Saudi Arabia,1
153,Russia,1,Complete,113.0,80.0,104.0,71.0,30-Russia,1
154,Russia,1,Complete,106.0,74.0,106.0,77.0,30-Russia,1
155,Russia,1,Complete,104.0,76.0,106.0,78.0,30-Russia,1
156,Russia,1,Complete,105.0,78.0,75.0,77.0,30-Russia,1
157,Russia,1,Complete,76.0,77.0,86.0,78.0,30-Russia,1
158,Russia,1,Complete,91.0,78.0,88.0,72.0,30-Russia,1
159,Russia,1,Incomplete,88.0,72.0,97.0,75.0,30-Russia,1
160,Saudi Arabia,1,Complete,24.0,6.0,41.0,7.0,31-Saudi Arabia,1
161,Saudi Arabia,1,Complete,41.0,7.0,41.0,3.0,31-Saudi Arabia,1
162,Russia,1,Complete,80.0,75.0,87.0,68.0,32-Russia,1
163,Russia,1,Pass Offside,100.0,57.0,117.0,57.0,32-Russia,1
164,Saudi Arabia,1,Unknown,14.0,46.0,87.0,54.0,33-Saudi Arabia,1
165,Russia,1,Incomplete,38.0,20.0,86.0,71.0,34-Russia,1
166,Saudi Arabia,1,Incomplete,50.0,10.0,63.0,12.0,34-Saudi Arabia,1
167,Russia,1,Complete,58.0,69.0,74.0,64.0,34-Russia,1
168,Russia,1,Complete,71.0,47.0,62.0,30.0,34-Russia,1
169,Russia,1,Complete,69.0,23.0,87.0,5.0,34-Russia,1
170,Russia,1,Complete,86.0,2.0,86.0,12.0,34-Russia,1
171,Russia,1,Complete,86.0,10.0,83.0,5.0,34-Russia,1
172,Russia,1,Complete,83.0,5.0,66.0,15.0,34-Russia,1
173,Russia,1,Complete,63.0,17.0,41.0,31.0,34-Russia,1
174,Russia,1,Complete,39.0,34.0,42.0,55.0,34-Russia,1
175,Russia,1,Complete,37.0,53.0,15.0,50.0,34-Russia,1
176,Russia,1,Complete,12.0,58.0,68.0,77.0,34-Russia,1
177,Russia,1,Complete,67.0,77.0,76.0,75.0,34-Russia,1
178,Russia,1,Incomplete,76.0,72.0,77.0,66.0,34-Russia,1
179,Russia,1,Complete,85.0,56.0,101.0,76.0,34-Russia,1
180,Russia,1,Incomplete,111.0,77.0,109.0,75.0,34-Russia,1
181,Russia,1,Out,117.0,78.0,110.0,80.0,34-Russia,1
182,Saudi Arabia,1,Incomplete,12.0,1.0,50.0,3.0,35-Saudi Arabia,1
183,Russia,1,Incomplete,71.0,78.0,77.0,78.0,35-Russia,1
184,Russia,1,Out,51.0,78.0,43.0,80.0,35-Russia,1
185,Saudi Arabia,1,Complete,83.0,1.0,81.0,5.0,36-Saudi Arabia,1
186,Saudi Arabia,1,Complete,82.0,6.0,85.0,2.0,36-Saudi Arabia,1
187,Saudi Arabia,1,Complete,85.0,2.0,76.0,2.0,36-Saudi Arabia,1
188,Saudi Arabia,1,Complete,76.0,2.0,69.0,6.0,36-Saudi Arabia,1
189,Saudi Arabia,1,Complete,69.0,5.0,79.0,3.0,36-Saudi Arabia,1
190,Saudi Arabia,1,Complete,82.0,4.0,76.0,14.0,36-Saudi Arabia,1
191,Saudi Arabia,1,Complete,73.0,14.0,40.0,21.0,36-Saudi Arabia,1
192,Saudi Arabia,1,Complete,41.0,23.0,47.0,46.0,36-Saudi Arabia,1
193,Saudi Arabia,1,Complete,48.0,52.0,72.0,77.0,36-Saudi Arabia,1
194,Saudi Arabia,1,Incomplete,71.0,77.0,76.0,76.0,36-Saudi Arabia,1
195,Saudi Arabia,1,Complete,96.0,80.0,58.0,73.0,37-Saudi Arabia,1
196,Saudi Arabia,1,Complete,58.0,72.0,47.0,35.0,37-Saudi Arabia,1
197,Saudi Arabia,1,Incomplete,52.0,29.0,70.0,6.0,37-Saudi Arabia,1
198,Russia,1,Complete,51.0,75.0,91.0,71.0,37-Russia,1
199,Russia,1,Incomplete,88.0,69.0,105.0,40.0,37-Russia,1
200,Saudi Arabia,1,Incomplete,5.0,44.0,65.0,31.0,38-Saudi Arabia,1
201,Russia,1,Complete,55.0,51.0,67.0,50.0,38-Russia,1
202,Saudi Arabia,1,Complete,48.0,30.0,53.0,42.0,38-Saudi Arabia,1
203,Saudi Arabia,1,Complete,53.0,42.0,44.0,36.0,38-Saudi Arabia,1
204,Saudi Arabia,1,Complete,44.0,36.0,52.0,42.0,38-Saudi Arabia,1
205,Saudi Arabia,1,Complete,39.0,46.0,38.0,35.0,38-Saudi Arabia,1
206,Saudi Arabia,1,Complete,37.0,35.0,39.0,17.0,38-Saudi Arabia,1
207,Saudi Arabia,1,Complete,40.0,18.0,35.0,34.0,38-Saudi Arabia,1
208,Saudi Arabia,1,Complete,34.0,37.0,32.0,51.0,38-Saudi Arabia,1
209,Saudi Arabia,1,Complete,34.0,53.0,56.0,60.0,38-Saudi Arabia,1
210,Saudi Arabia,1,Complete,46.0,59.0,26.0,69.0,38-Saudi Arabia,1
211,Saudi Arabia,1,Complete,26.0,69.0,8.0,56.0,38-Saudi Arabia,1
212,Saudi Arabia,1,Incomplete,13.0,53.0,77.0,40.0,38-Saudi Arabia,1
213,Russia,1,Complete,44.0,41.0,64.0,51.0,39-Russia,1
214,Russia,1,Complete,64.0,50.0,59.0,37.0,39-Russia,1
215,Russia,1,Complete,54.0,53.0,95.0,6.0,40-Russia,1
216,Russia,1,Complete,95.0,6.0,101.0,16.0,40-Russia,1
217,Russia,1,Incomplete,106.0,25.0,107.0,68.0,40-Russia,1
218,Saudi Arabia,1,Complete,14.0,13.0,25.0,14.0,41-Saudi Arabia,1
219,Saudi Arabia,1,Complete,25.0,14.0,26.0,2.0,41-Saudi Arabia,1
220,Saudi Arabia,1,Complete,29.0,2.0,57.0,3.0,41-Saudi Arabia,1
221,Saudi Arabia,1,Incomplete,96.0,7.0,110.0,38.0,41-Saudi Arabia,1
222,Saudi Arabia,1,Incomplete,119.0,1.0,118.0,16.0,42-Saudi Arabia,1
223,Saudi Arabia,1,Complete,91.0,41.0,85.0,47.0,42-Saudi Arabia,1
224,Saudi Arabia,1,Incomplete,84.0,53.0,108.0,34.0,42-Saudi Arabia,1
225,Saudi Arabia,1,Incomplete,119.0,1.0,111.0,44.0,43-Saudi Arabia,1
226,Russia,1,Complete,57.0,38.0,72.0,63.0,43-Russia,1
227,Saudi Arabia,1,Complete,35.0,2.0,51.0,2.0,43-Saudi Arabia,1
228,Russia,1,Incomplete,78.0,80.0,95.0,67.0,44-Russia,1
229,Saudi Arabia,1,Complete,15.0,26.0,29.0,3.0,45-Saudi Arabia,1
230,Saudi Arabia,1,Complete,29.0,4.0,34.0,11.0,45-Saudi Arabia,1
231,Saudi Arabia,1,Complete,35.0,10.0,22.0,18.0,45-Saudi Arabia,1
232,Saudi Arabia,1,Complete,22.0,20.0,21.0,54.0,45-Saudi Arabia,1
233,Saudi Arabia,1,Incomplete,26.0,55.0,84.0,42.0,45-Saudi Arabia,1
234,Russia,1,Complete,36.0,39.0,71.0,30.0,46-Russia,1
235,Russia,1,Complete,57.0,37.0,58.0,46.0,46-Russia,1
236,Russia,1,Complete,49.0,34.0,45.0,7.0,46-Russia,1
237,Russia,1,Complete,39.0,21.0,22.0,27.0,46-Russia,1
238,Russia,1,Complete,17.0,24.0,10.0,46.0,46-Russia,1
239,Russia,1,Incomplete,12.0,51.0,91.0,60.0,46-Russia,1
240,Saudi Arabia,1,Complete,30.0,21.0,21.0,2.0,47-Saudi Arabia,1
241,Saudi Arabia,1,Complete,20.0,2.0,9.0,21.0,47-Saudi Arabia,1
242,Saudi Arabia,1,Complete,8.0,24.0,15.0,45.0,47-Saudi Arabia,1
243,Saudi Arabia,1,Complete,15.0,50.0,24.0,35.0,47-Saudi Arabia,1
244,Saudi Arabia,1,Complete,26.0,37.0,40.0,28.0,47-Saudi Arabia,1
245,Saudi Arabia,1,Complete,39.0,29.0,25.0,35.0,47-Saudi Arabia,1
246,Saudi Arabia,1,Incomplete,28.0,31.0,56.0,26.0,47-Saudi Arabia,1
247,Russia,1,Out,65.0,55.0,73.0,80.0,47-Russia,1
248,Saudi Arabia,1,Complete,39.0,1.0,26.0,12.0,48-Saudi Arabia,1
249,Saudi Arabia,1,Complete,22.0,15.0,20.0,55.0,48-Saudi Arabia,1
250,Saudi Arabia,1,Complete,20.0,55.0,7.0,45.0,48-Saudi Arabia,1
251,Saudi Arabia,1,Complete,22.0,49.0,28.0,10.0,48-Saudi Arabia,1
252,Saudi Arabia,1,Incomplete,35.0,2.0,90.0,6.0,48-Saudi Arabia,1
253,Saudi Arabia,1,Complete,84.0,1.0,81.0,9.0,49-Saudi Arabia,1
254,Saudi Arabia,1,Complete,81.0,9.0,79.0,3.0,49-Saudi Arabia,1
255,Saudi Arabia,1,Complete,79.0,3.0,78.0,12.0,49-Saudi Arabia,1
256,Saudi Arabia,1,Complete,74.0,23.0,93.0,77.0,49-Saudi Arabia,1
257,Saudi Arabia,1,Complete,99.0,77.0,92.0,64.0,49-Saudi Arabia,1
258,Russia,1,Complete,34.0,21.0,50.0,21.0,49-Russia,1
259,Russia,1,Incomplete,113.0,13.0,112.0,16.0,49-Russia,1
260,Saudi Arabia,1,Complete,29.0,73.0,28.0,61.0,49-Saudi Arabia,1
261,Saudi Arabia,1,Incomplete,30.0,57.0,45.0,32.0,49-Saudi Arabia,1
262,Saudi Arabia,1,Complete,35.0,24.0,28.0,28.0,49-Saudi Arabia,1
263,Saudi Arabia,1,Complete,29.0,28.0,32.0,22.0,49-Saudi Arabia,1
264,Saudi Arabia,1,Complete,34.0,22.0,27.0,54.0,49-Saudi Arabia,1
265,Saudi Arabia,1,Complete,26.0,55.0,35.0,55.0,49-Saudi Arabia,1
266,Saudi Arabia,1,Complete,39.0,57.0,30.0,56.0,49-Saudi Arabia,1
267,Saudi Arabia,1,Complete,29.0,56.0,29.0,19.0,49-Saudi Arabia,1
268,Saudi Arabia,1,Complete,31.0,20.0,46.0,4.0,49-Saudi Arabia,1
269,Saudi Arabia,1,Unknown,46.0,4.0,82.0,5.0,49-Saudi Arabia,1
270,Saudi Arabia,1,Complete,89.0,3.0,76.0,5.0,50-Saudi Arabia,1
271,Saudi Arabia,1,Complete,81.0,5.0,66.0,26.0,50-Saudi Arabia,1
272,Saudi Arabia,1,Complete,67.0,24.0,78.0,10.0,50-Saudi Arabia,1
273,Saudi Arabia,1,Complete,81.0,11.0,82.0,36.0,50-Saudi Arabia,1
274,Russia,1,Incomplete,46.0,32.0,67.0,44.0,50-Russia,1
275,Saudi Arabia,1,Complete,54.0,37.0,49.0,16.0,50-Saudi Arabia,1
276,Saudi Arabia,1,Complete,51.0,13.0,71.0,16.0,50-Saudi Arabia,1
277,Saudi Arabia,1,Complete,71.0,16.0,63.0,22.0,50-Saudi Arabia,1
278,Saudi Arabia,1,Complete,64.0,21.0,68.0,15.0,50-Saudi Arabia,1
279,Saudi Arabia,1,Complete,68.0,15.0,71.0,22.0,50-Saudi Arabia,1
280,Saudi Arabia,1,Incomplete,69.0,27.0,104.0,58.0,50-Saudi Arabia,1
281,Russia,1,Incomplete,17.0,23.0,28.0,19.0,50-Russia,1
282,Saudi Arabia,1,Complete,91.0,65.0,86.0,60.0,50-Saudi Arabia,1
283,Saudi Arabia,1,Complete,88.0,55.0,92.0,39.0,50-Saudi Arabia,1
284,Russia,1,Incomplete,6.0,39.0,85.0,19.0,51-Russia,1
285,Saudi Arabia,1,Out,36.0,62.0,40.0,80.0,51-Saudi Arabia,1
286,Russia,1,Complete,86.0,1.0,99.0,5.0,52-Russia,1
287,Saudi Arabia,1,Complete,39.0,46.0,53.0,38.0,53-Saudi Arabia,1
288,Saudi Arabia,1,Complete,53.0,38.0,70.0,53.0,53-Saudi Arabia,1
289,Russia,1,Complete,49.0,35.0,50.0,29.0,54-Russia,1
290,Russia,1,Complete,48.0,29.0,65.0,9.0,54-Russia,1
291,Russia,1,Pass Offside,89.0,3.0,116.0,13.0,54-Russia,1
292,Saudi Arabia,1,Complete,19.0,63.0,88.0,62.0,55-Saudi Arabia,1
293,Saudi Arabia,1,Complete,86.0,60.0,98.0,61.0,55-Saudi Arabia,1
294,Saudi Arabia,1,Complete,100.0,69.0,111.0,42.0,56-Saudi Arabia,1
295,Russia,1,Incomplete,7.0,41.0,89.0,38.0,57-Russia,1
296,Saudi Arabia,1,Complete,32.0,43.0,41.0,48.0,57-Saudi Arabia,1
297,Russia,1,Complete,90.0,19.0,97.0,5.0,57-Russia,1
298,Russia,1,Complete,103.0,5.0,81.0,8.0,57-Russia,1
299,Russia,1,Out,78.0,14.0,120.0,58.0,57-Russia,1
300,Saudi Arabia,1,Incomplete,6.0,37.0,67.0,4.0,58-Saudi Arabia,1
301,Russia,1,Incomplete,60.0,77.0,66.0,75.0,58-Russia,1
302,Saudi Arabia,1,Complete,50.0,6.0,29.0,21.0,58-Saudi Arabia,1
303,Saudi Arabia,1,Incomplete,29.0,21.0,52.0,49.0,58-Saudi Arabia,1
304,Russia,1,Complete,69.0,32.0,78.0,41.0,58-Russia,1
305,Russia,1,Incomplete,80.0,42.0,75.0,37.0,58-Russia,1
306,Saudi Arabia,1,Complete,53.0,44.0,54.0,48.0,58-Saudi Arabia,1
307,Saudi Arabia,1,Complete,56.0,47.0,53.0,39.0,58-Saudi Arabia,1
308,Saudi Arabia,1,Complete,53.0,39.0,58.0,21.0,58-Saudi Arabia,1
309,Saudi Arabia,1,Complete,85.0,11.0,78.0,14.0,58-Saudi Arabia,1
310,Saudi Arabia,1,Complete,81.0,11.0,80.0,3.0,58-Saudi Arabia,1
311,Saudi Arabia,1,Complete,80.0,4.0,52.0,31.0,58-Saudi Arabia,1
312,Saudi Arabia,1,Complete,55.0,35.0,57.0,56.0,58-Saudi Arabia,1
313,Saudi Arabia,1,Complete,58.0,59.0,81.0,78.0,58-Saudi Arabia,1
314,Saudi Arabia,1,Incomplete,80.0,77.0,78.0,58.0,58-Saudi Arabia,1
315,Russia,1,Incomplete,36.0,29.0,69.0,31.0,58-Russia,1
316,Saudi Arabia,1,Incomplete,52.0,50.0,76.0,76.0,58-Saudi Arabia,1
317,Russia,1,Complete,43.0,5.0,63.0,21.0,59-Russia,1
318,Russia,1,Complete,63.0,18.0,64.0,6.0,59-Russia,1
319,Russia,1,Incomplete,65.0,5.0,63.0,6.0,59-Russia,1
320,Saudi Arabia,1,Complete,52.0,70.0,56.0,68.0,60-Saudi Arabia,1
321,Saudi Arabia,1,Complete,57.0,68.0,48.0,63.0,60-Saudi Arabia,1
322,Saudi Arabia,1,Complete,48.0,57.0,54.0,51.0,60-Saudi Arabia,1
323,Saudi Arabia,1,Complete,54.0,51.0,47.0,54.0,60-Saudi Arabia,1
324,Saudi Arabia,1,Complete,46.0,54.0,53.0,51.0,60-Saudi Arabia,1
325,Saudi Arabia,1,Complete,65.0,53.0,66.0,76.0,61-Saudi Arabia,1
326,Saudi Arabia,1,Complete,74.0,77.0,82.0,78.0,61-Saudi Arabia,1
327,Saudi Arabia,1,Complete,81.0,76.0,87.0,77.0,61-Saudi Arabia,1
328,Saudi Arabia,1,Complete,83.0,78.0,38.0,65.0,61-Saudi Arabia,1
329,Saudi Arabia,1,Complete,40.0,64.0,43.0,23.0,61-Saudi Arabia,1
330,Saudi Arabia,1,Out,53.0,39.0,44.0,80.0,61-Saudi Arabia,1
