,team,period,id_match,possession,xg
155,Germany,1,7,7-Germany,0.05406139
156,Germany,1,7,12-Germany,0.07986238
157,Mexico,1,7,17-Mexico,0.07760888
158,Mexico,1,7,20-Mexico,0.022707480000000002
159,Mexico,1,7,29-Mexico,0.06243751
160,Germany,1,7,32-Germany,0.020580625
161,Germany,1,7,34-Germany,0.012994583
162,Germany,1,7,43-Germany,0.11295722
163,Germany,1,7,48-Germany,0.032710213
164,Mexico,1,7,50-Mexico,0.040863596
165,Mexico,1,7,57-Mexico,0.032820657
166,Mexico,1,7,63-Mexico,0.038912017
167,Mexico,1,7,75-Mexico,0.12458481
168,Germany,1,7,77-Germany,0.03675585
169,Germany,1,7,78-Germany,0.06536453
170,Mexico,1,7,92-Mexico,0.068931244
171,Germany,2,7,99-Germany,0.02720282
172,Germany,2,7,110-Germany,0.01670392
173,Germany,2,7,117-Germany,0.033600736
174,Germany,2,7,118-Germany,0.0381895
175,Mexico,2,7,122-Mexico,0.07200163600000001
176,Germany,2,7,129-Germany,0.047657218
177,Germany,2,7,132-Germany,0.07850256600000001
178,Germany,2,7,137-Germany,0.026346067
179,Germany,2,7,138-Germany,0.18988016
180,Germany,2,7,142-Germany,0.017691562
181,Germany,2,7,144-Germany,0.046757434
182,Germany,2,7,146-Germany,0.13658778
183,Mexico,2,7,149-Mexico,0.043884493000000004
184,Germany,2,7,152-Germany,0.027038997000000002
185,Mexico,2,7,158-Mexico,0.044509128
186,Germany,2,7,163-Germany,0.039553158000000005
187,Germany,2,7,168-Germany,0.045086257000000005
188,Germany,2,7,171-Germany,0.10165854
189,Germany,2,7,174-Germany,0.46645513
190,Germany,2,7,174-Germany,0.038186207
191,Germany,2,7,176-Germany,0.017043432
192,Serbia,1,8,3-Serbia,0.05058246
193,Costa Rica,1,8,4-Costa Rica,0.06152869800000001
194,Costa Rica,1,8,5-Costa Rica,0.09169474
195,Serbia,1,8,19-Serbia,0.01728337
196,Costa Rica,1,8,28-Costa Rica,0.11094657000000001
197,Serbia,1,8,30-Serbia,0.052117657000000005
198,Serbia,1,8,36-Serbia,0.06477197
199,Costa Rica,1,8,73-Costa Rica,0.03432439
200,Costa Rica,1,8,79-Costa Rica,0.044854153
201,Serbia,2,8,96-Serbia,0.24559093
202,Serbia,2,8,105-Serbia,0.11098922
203,Serbia,2,8,109-Serbia,0.027233627000000003
204,Serbia,2,8,127-Serbia,0.049006
205,Serbia,2,8,143-Serbia,0.031802494
206,Serbia,2,8,144-Serbia,0.86935264
207,Serbia,2,8,145-Serbia,0.034363363
208,Costa Rica,2,8,150-Costa Rica,0.03247985
209,Costa Rica,2,8,150-Costa Rica,0.06403600400000001
210,Serbia,2,8,171-Serbia,0.037827116
211,Costa Rica,2,8,172-Costa Rica,0.009701084
212,Costa Rica,2,8,179-Costa Rica,0.026676249000000003
213,Costa Rica,2,8,180-Costa Rica,0.046243023
214,Belgium,1,9,5-Belgium,0.18312706
215,Panama,1,9,9-Panama,0.017036932
216,Belgium,1,9,15-Belgium,0.039037585
217,Belgium,1,9,16-Belgium,0.047302447000000004
218,Belgium,1,9,25-Belgium,0.06379528
219,Belgium,1,9,39-Belgium,0.031940404
220,Belgium,1,9,43-Belgium,0.023139838000000003
221,Belgium,1,9,48-Belgium,0.025913171000000002
222,Belgium,1,9,67-Belgium,0.04780576
223,Panama,1,9,70-Panama,0.046143062000000006
224,Belgium,1,9,72-Belgium,0.03753204
225,Panama,1,9,74-Panama,0.026256744000000002
226,Belgium,2,9,88-Belgium,0.017947307000000003
227,Belgium,2,9,96-Belgium,0.047009107
228,Panama,2,9,100-Panama,0.3789995
229,Panama,2,9,101-Panama,0.062393790000000005
230,Panama,2,9,107-Panama,0.0706229
231,Belgium,2,9,117-Belgium,0.08577338600000001
232,Belgium,2,9,121-Belgium,0.28471023
233,Belgium,2,9,132-Belgium,0.20661631
234,Belgium,2,9,144-Belgium,0.05087548
235,Panama,2,9,152-Panama,0.02811123
236,England,1,10,6-England,0.33032507
237,England,1,10,7-England,0.03947171
238,England,1,10,16-England,0.030359996
239,England,1,10,17-England,0.05141881500000001
240,England,1,10,17-England,0.20904993
241,England,1,10,25-England,0.013603242000000001
242,Tunisia,1,10,38-Tunisia,0.014396829500000001
243,England,1,10,39-England,0.11271268
244,Tunisia,1,10,46-Tunisia,0.03196762
245,Tunisia,1,10,47-Tunisia,0.039188474
246,England,1,10,52-England,0.012016111000000001
247,Tunisia,1,10,59-Tunisia,0.76
248,England,1,10,66-England,0.07941490400000001
249,England,1,10,66-England,0.29211605
250,England,1,10,66-England,0.30349216
251,England,1,10,75-England,0.14722091
252,England,1,10,78-England,0.2503594
253,England,2,10,98-England,0.07662344
254,England,2,10,116-England,0.022027846
255,England,2,10,129-England,0.03674566
256,Tunisia,2,10,135-Tunisia,0.021723254
257,Tunisia,2,10,135-Tunisia,0.022302987
258,England,2,10,145-England,0.13008954
259,England,2,10,165-England,0.2673588
260,Sweden,1,11,28-Sweden,0.011632066
261,Sweden,1,11,43-Sweden,0.48879457
262,Sweden,1,11,44-Sweden,0.044361446000000006
263,Sweden,1,11,55-Sweden,0.027643258
264,Sweden,1,11,55-Sweden,0.22336428
265,South Korea,1,11,70-South Korea,0.047560120000000004
266,Sweden,1,11,71-Sweden,0.016017705
267,Sweden,1,11,79-Sweden,0.06520101
268,Sweden,1,11,82-Sweden,0.018821534
269,Sweden,1,11,82-Sweden,0.0700336
270,Sweden,1,11,88-Sweden,0.051293947000000006
271,Sweden,2,11,99-Sweden,0.06224685
272,South Korea,2,11,103-South Korea,0.032256506000000004
273,Sweden,2,11,112-Sweden,0.07252143
274,South Korea,2,11,113-South Korea,0.027675768000000003
275,Sweden,2,11,124-Sweden,0.76
276,Sweden,2,11,130-Sweden,0.009319368
277,Sweden,2,11,130-Sweden,0.03172104
278,Sweden,2,11,132-Sweden,0.044015057
279,South Korea,2,11,153-South Korea,0.03072288
280,South Korea,2,11,169-South Korea,0.10965749999999999
281,Senegal,1,12,25-Senegal,0.029101250000000002
282,Poland,1,12,37-Poland,0.028184499999999998
283,Poland,1,12,37-Poland,0.24967201
284,Poland,1,12,44-Poland,0.030301362000000002
285,Senegal,1,12,71-Senegal,0.053397283000000004
286,Senegal,1,12,77-Senegal,0.11853258
287,Senegal,1,12,86-Senegal,0.012518409000000001
288,Poland,2,12,95-Poland,0.05293553
289,Senegal,2,12,100-Senegal,0.09573508
290,Senegal,2,12,103-Senegal,0.09195685
291,Poland,2,12,106-Poland,0.040026650000000004
292,Senegal,2,12,112-Senegal,0.8804706999999999
293,Poland,2,12,118-Poland,0.017330522
294,Poland,2,12,125-Poland,0.13133492
295,Poland,2,12,143-Poland,0.04052681
296,Poland,2,12,155-Poland,0.31038433
297,Poland,2,12,164-Poland,0.01818088
298,Russia,1,13,9-Russia,0.021166429
299,Russia,1,13,10-Russia,0.088833705
300,Russia,1,13,11-Russia,0.051704764
301,Russia,1,13,30-Russia,0.041888576000000004
302,Egypt,1,13,32-Egypt,0.042425383000000004
303,Egypt,1,13,34-Egypt,0.028080137
304,Russia,1,13,39-Russia,0.017669465000000002
305,Russia,1,13,51-Russia,0.015591214
306,Egypt,1,13,53-Egypt,0.036125876
307,Egypt,1,13,74-Egypt,0.012320975000000001
308,Egypt,1,13,76-Egypt,0.04443378
309,Russia,1,13,84-Russia,0.019097101000000002
310,Egypt,1,13,85-Egypt,0.024707558
311,Russia,1,13,91-Russia,0.044222746
312,Egypt,1,13,92-Egypt,0.09230953
313,Russia,2,13,102-Russia,0.036011510000000004
314,Egypt,2,13,118-Egypt,0.17003208
315,Russia,2,13,124-Russia,0.13707718
316,Russia,2,13,128-Russia,0.1540676
317,Egypt,2,13,129-Egypt,0.020998532
318,Egypt,2,13,138-Egypt,0.094668135
319,Egypt,2,13,145-Egypt,0.019690832000000002
320,Egypt,2,13,149-Egypt,0.76
321,Russia,2,13,151-Russia,0.25482234
322,Egypt,2,13,184-Egypt,0.06755349000000001
323,Egypt,2,13,188-Egypt,0.039986745000000004
324,Egypt,2,13,196-Egypt,0.021883298000000002
325,Japan,1,14,9-Japan,0.31630328
326,Japan,1,14,9-Japan,0.21477284
327,Japan,1,14,10-Japan,0.76
328,Colombia,1,14,23-Colombia,0.23733062
329,Japan,1,14,29-Japan,0.16423297
330,Colombia,1,14,30-Colombia,0.02187296
331,Colombia,1,14,44-Colombia,0.019034741
332,Colombia,1,14,44-Colombia,0.016926613
333,Japan,1,14,57-Japan,0.078528024
334,Colombia,1,14,61-Colombia,0.11447096600000001
335,Colombia,1,14,70-Colombia,0.02401716
336,Japan,2,14,103-Japan,0.119883925
337,Japan,2,14,109-Japan,0.049375918000000005
338,Japan,2,14,112-Japan,0.08337962
339,Japan,2,14,116-Japan,0.020754715
340,Japan,2,14,123-Japan,0.045486458
341,Japan,2,14,126-Japan,0.011526943000000001
342,Japan,2,14,129-Japan,0.10128407
343,Japan,2,14,130-Japan,0.26908332
344,Colombia,2,14,139-Colombia,0.054148180000000004
345,Colombia,2,14,140-Colombia,0.049522948000000004
346,Colombia,2,14,140-Colombia,0.06779104500000001
347,Colombia,2,14,140-Colombia,0.09218808
348,Japan,2,14,142-Japan,0.043250736000000005
349,Morocco,1,15,2-Morocco,0.024870113000000003
350,Portugal,1,15,5-Portugal,0.012108186
351,Portugal,1,15,6-Portugal,0.17142358
352,Portugal,1,15,14-Portugal,0.034120120000000004
353,Morocco,1,15,20-Morocco,0.050073724
354,Morocco,1,15,31-Morocco,0.028214749
355,Morocco,1,15,39-Morocco,0.04440597
356,Morocco,1,15,46-Morocco,0.016039966000000003
357,Morocco,1,15,66-Morocco,0.079695866
358,Portugal,1,15,69-Portugal,0.092197135
359,Morocco,1,15,72-Morocco,0.013107423
360,Portugal,1,15,85-Portugal,0.20146838
361,Morocco,1,15,99-Morocco,0.11544923500000001
362,Portugal,2,15,108-Portugal,0.045683946
363,Portugal,2,15,117-Portugal,0.08245645
364,Portugal,2,15,117-Portugal,0.052618857000000005
365,Morocco,2,15,125-Morocco,0.025610482
366,Morocco,2,15,126-Morocco,0.031056577000000002
367,Morocco,2,15,131-Morocco,0.14440511
368,Morocco,2,15,139-Morocco,0.059138328000000004
369,Morocco,2,15,143-Morocco,0.048501592
370,Portugal,2,15,149-Portugal,0.017460244
371,Morocco,2,15,165-Morocco,0.16338645000000002
372,Morocco,2,15,168-Morocco,0.014200855
373,Portugal,2,15,170-Portugal,0.025731567
374,Portugal,2,15,174-Portugal,0.055824123
375,Morocco,2,15,184-Morocco,0.14964405
376,Morocco,2,15,188-Morocco,0.104628704
377,Portugal,2,15,193-Portugal,0.014313977
378,Spain,1,16,6-Spain,0.01786355
379,Iran,1,16,10-Iran,0.013370035
380,Spain,1,16,16-Spain,0.08535837
381,Iran,1,16,25-Iran,0.020638974
382,Spain,1,16,33-Spain,0.02594443
383,Spain,1,16,39-Spain,0.0249191
384,Spain,1,16,40-Spain,0.042006064
385,Spain,1,16,49-Spain,0.1726546
386,Spain,1,16,52-Spain,0.01939736
387,Spain,1,16,64-Spain,0.09097644
388,Spain,1,16,69-Spain,0.024049524000000003
389,Spain,1,16,73-Spain,0.05876834
390,Spain,2,16,83-Spain,0.30733067000000003
391,Spain,2,16,83-Spain,0.049936574000000004
392,Spain,2,16,86-Spain,0.07975816000000001
393,Spain,2,16,86-Spain,0.06639772000000001
394,Iran,2,16,88-Iran,0.024980698000000003
395,Spain,2,16,91-Spain,0.2380931
396,Iran,2,16,100-Iran,0.057836093000000005
397,Spain,2,16,107-Spain,0.09964107
398,Spain,2,16,107-Spain,0.7386488999999999
399,Spain,2,16,120-Spain,0.05580894300000001
400,Iran,2,16,128-Iran,0.08123071
401,Iran,2,16,145-Iran,0.08831501
402,Uruguay,1,17,4-Uruguay,0.05925877
403,Saudi Arabia,1,17,14-Saudi Arabia,0.07342517400000001
404,Uruguay,1,17,24-Uruguay,0.11909715
405,Uruguay,1,17,29-Uruguay,0.030935863
406,Saudi Arabia,1,17,40-Saudi Arabia,0.021019865000000002
407,Uruguay,1,17,42-Uruguay,0.22912021000000002
408,Uruguay,1,17,46-Uruguay,0.13207233000000002
409,Saudi Arabia,1,17,47-Saudi Arabia,0.018528312
410,Saudi Arabia,1,17,53-Saudi Arabia,0.064062715
411,Saudi Arabia,1,17,69-Saudi Arabia,0.012743077
412,Uruguay,2,17,100-Uruguay,0.015208112000000001
413,Uruguay,2,17,120-Uruguay,0.21240325000000002
414,Uruguay,2,17,124-Uruguay,0.016554318000000002
415,Uruguay,2,17,130-Uruguay,0.10708529500000001
416,Uruguay,2,17,144-Uruguay,0.13331152
417,Uruguay,2,17,148-Uruguay,0.021826210000000002
418,Uruguay,2,17,148-Uruguay,0.03182665
419,Uruguay,2,17,158-Uruguay,0.29683906
420,Uruguay,2,17,166-Uruguay,0.06426445
421,Saudi Arabia,2,17,167-Saudi Arabia,0.01745106
422,Saudi Arabia,2,17,168-Saudi Arabia,0.03654707
423,Saudi Arabia,2,17,170-Saudi Arabia,0.029915864
424,Croatia,1,18,9-Croatia,0.053366367000000005
425,Argentina,1,18,20-Argentina,0.07212851
426,Croatia,1,18,35-Croatia,0.015884396000000002
427,Argentina,1,18,54-Argentina,0.18040414
428,Croatia,1,18,57-Croatia,0.29297042
429,Croatia,1,18,85-Croatia,0.08012482
430,Argentina,2,18,98-Argentina,0.028094046
431,Argentina,2,18,109-Argentina,0.12027948000000001
432,Croatia,2,18,110-Croatia,0.30051515
433,Argentina,2,18,131-Argentina,0.24042495
434,Argentina,2,18,131-Argentina,0.27491793000000003
435,Argentina,2,18,132-Argentina,0.028746007
436,Croatia,2,18,137-Croatia,0.17589903
437,Argentina,2,18,147-Argentina,0.018741958
438,Croatia,2,18,167-Croatia,0.031276530000000004
439,Croatia,2,18,169-Croatia,0.025700070000000002
440,Argentina,2,18,173-Argentina,0.034136686
441,Croatia,2,18,177-Croatia,0.016561003
442,Croatia,2,18,177-Croatia,0.040177878
443,Croatia,2,18,184-Croatia,0.036595758
444,Croatia,2,18,184-Croatia,0.019761836
445,Argentina,2,18,185-Argentina,0.06309485000000001
446,Croatia,2,18,187-Croatia,0.12464456
447,Croatia,2,18,187-Croatia,0.6213680500000001
448,Peru,1,19,5-Peru,0.0248969
449,Peru,1,19,15-Peru,0.010214582
450,France,1,19,26-France,0.09892996400000001
451,France,1,19,28-France,0.023733139
452,France,1,19,32-France,0.08522045
453,France,1,19,35-France,0.03851875
454,Peru,1,19,49-Peru,0.020736078
455,Peru,1,19,66-Peru,0.1301415
456,France,1,19,72-France,0.20443179
457,France,1,19,77-France,0.16433902
458,France,1,19,77-France,0.8839463999999999
459,France,1,19,89-France,0.055633467000000006
460,France,1,19,89-France,0.08967164
461,Peru,2,19,106-Peru,0.031384133
462,Peru,2,19,118-Peru,0.050312653000000006
463,Peru,2,19,126-Peru,0.023162266
464,Peru,2,19,138-Peru,0.024587298
465,Peru,2,19,140-Peru,0.015492379
466,Peru,2,19,152-Peru,0.0479978
467,France,2,19,164-France,0.083817415
468,Peru,2,19,173-Peru,0.049563017
469,France,2,19,181-France,0.021971513
470,Peru,2,19,185-Peru,0.014094572000000001
471,France,2,19,186-France,0.09798796
472,Denmark,1,20,4-Denmark,0.12969798
473,Australia,1,20,9-Australia,0.035556152
474,Australia,1,20,10-Australia,0.11067461
475,Denmark,1,20,12-Denmark,0.17807434
476,Denmark,1,20,38-Denmark,0.020964142
477,Australia,1,20,41-Australia,0.0144702215
478,Denmark,1,20,42-Denmark,0.23664404
479,Australia,1,20,48-Australia,0.08418814000000001
480,Australia,1,20,48-Australia,0.01737078
481,Australia,1,20,57-Australia,0.031933285
482,Australia,1,20,58-Australia,0.76
483,Denmark,1,20,64-Denmark,0.01817287
484,Denmark,2,20,90-Denmark,0.11046509
485,Australia,2,20,121-Australia,0.01827378
486,Australia,2,20,123-Australia,0.025656668
487,Denmark,2,20,125-Denmark,0.02876342
488,Australia,2,20,128-Australia,0.019750344
489,Australia,2,20,136-Australia,0.09297391
490,Denmark,2,20,139-Denmark,0.06359424
491,Australia,2,20,151-Australia,0.022822853
492,Australia,2,20,151-Australia,0.07686506
493,Denmark,2,20,153-Denmark,0.022792682
494,Denmark,2,20,157-Denmark,0.026994241000000002
495,Brazil,1,21,7-Brazil,0.025891835000000002
496,Costa Rica,1,21,11-Costa Rica,0.011642729000000001
497,Costa Rica,1,21,19-Costa Rica,0.11192435
498,Costa Rica,1,21,22-Costa Rica,0.013050919000000001
499,Brazil,1,21,36-Brazil,0.01638249
500,Brazil,1,21,46-Brazil,0.019319078
501,Brazil,1,21,51-Brazil,0.018868813
502,Brazil,1,21,54-Brazil,0.016054738000000002
503,Brazil,1,21,64-Brazil,0.03502842
504,Brazil,1,21,78-Brazil,0.021204496
505,Brazil,2,21,88-Brazil,0.5228870999999999
506,Brazil,2,21,90-Brazil,0.14642368
507,Brazil,2,21,90-Brazil,0.10618072
508,Brazil,2,21,104-Brazil,0.27386364
509,Brazil,2,21,106-Brazil,0.064489804
510,Costa Rica,2,21,110-Costa Rica,0.03359647
511,Brazil,2,21,111-Brazil,0.057069547000000005
512,Brazil,2,21,115-Brazil,0.019177465
513,Brazil,2,21,126-Brazil,0.10479179999999999
514,Brazil,2,21,127-Brazil,0.07690819
515,Brazil,2,21,130-Brazil,0.109512486
516,Brazil,2,21,136-Brazil,0.03005449
517,Brazil,2,21,148-Brazil,0.013303047
518,Brazil,2,21,160-Brazil,0.0256033
519,Brazil,2,21,165-Brazil,0.3106371
520,Brazil,2,21,167-Brazil,0.13285583
521,Brazil,2,21,172-Brazil,0.8355754
522,Iceland,1,22,5-Iceland,0.057491936
523,Iceland,1,22,10-Iceland,0.10937866
524,Nigeria,1,22,17-Nigeria,0.013561881000000001
525,Iceland,1,22,46-Iceland,0.017369583
526,Iceland,1,22,73-Iceland,0.023213308000000002
527,Iceland,1,22,88-Iceland,0.19621739
528,Iceland,1,22,91-Iceland,0.019586857000000003
529,Nigeria,2,22,93-Nigeria,0.037820626
530,Nigeria,2,22,101-Nigeria,0.20908195000000002
531,Nigeria,2,22,107-Nigeria,0.011201525
532,Nigeria,2,22,121-Nigeria,0.01598479
533,Iceland,2,22,126-Iceland,0.043755785000000005
534,Nigeria,2,22,127-Nigeria,0.029379696
535,Nigeria,2,22,127-Nigeria,0.048962377
536,Nigeria,2,22,129-Nigeria,0.03178135
537,Nigeria,2,22,135-Nigeria,0.07898208
538,Nigeria,2,22,137-Nigeria,0.022366038
539,Nigeria,2,22,137-Nigeria,0.036458824
540,Nigeria,2,22,137-Nigeria,0.039537836
541,Nigeria,2,22,139-Nigeria,0.5662784
542,Nigeria,2,22,145-Nigeria,0.02556131
543,Iceland,2,22,147-Iceland,0.76
544,Nigeria,2,22,150-Nigeria,0.048262764
545,Iceland,2,22,157-Iceland,0.11045988
546,Nigeria,2,22,160-Nigeria,0.02451271
547,Iceland,2,22,162-Iceland,0.03986035
548,Nigeria,2,22,175-Nigeria,0.06865931
549,Switzerland,1,23,8-Switzerland,0.011064978000000001
550,Serbia,1,23,9-Serbia,0.15333353
551,Serbia,1,23,9-Serbia,0.055369556
552,Serbia,1,23,10-Serbia,0.27694622
553,Switzerland,1,23,15-Switzerland,0.011960354000000001
554,Switzerland,1,23,18-Switzerland,0.13933566
555,Serbia,1,23,26-Serbia,0.019639514
556,Serbia,1,23,32-Serbia,0.036709405
557,Serbia,1,23,39-Serbia,0.022118941000000003
558,Switzerland,1,23,47-Switzerland,0.054972406
559,Switzerland,1,23,47-Switzerland,0.023578126
560,Switzerland,1,23,52-Switzerland,0.052949157000000004
561,Switzerland,1,23,60-Switzerland,0.30092399999999997
562,Switzerland,1,23,61-Switzerland,0.043924466
563,Serbia,1,23,74-Serbia,0.023544151000000003
564,Serbia,1,23,105-Serbia,0.052392060000000004
565,Serbia,1,23,108-Serbia,0.052681208
566,Serbia,1,23,113-Serbia,0.043889556
567,Switzerland,2,23,126-Switzerland,0.025405357
568,Serbia,2,23,131-Serbia,0.08857822
569,Switzerland,2,23,132-Switzerland,0.053727210000000004
570,Switzerland,2,23,132-Switzerland,0.037638523
571,Switzerland,2,23,145-Switzerland,0.01675284
572,Serbia,2,23,178-Serbia,0.033138152000000004
573,Switzerland,2,23,185-Switzerland,0.014052365
574,Switzerland,2,23,191-Switzerland,0.015180157000000001
575,Switzerland,2,23,193-Switzerland,0.25237432
576,Switzerland,2,23,196-Switzerland,0.03253323
577,Switzerland,2,23,197-Switzerland,0.08074959
578,Switzerland,2,23,205-Switzerland,0.27240276
579,Switzerland,2,23,213-Switzerland,0.06798091
580,Germany,1,24,5-Germany,0.2587802
581,Germany,1,24,6-Germany,0.048380636000000005
582,Sweden,1,24,19-Sweden,0.35076055
583,Germany,1,24,28-Germany,0.024559017000000002
584,Sweden,1,24,30-Sweden,0.059108403000000004
585,Germany,1,24,32-Germany,0.022048134
586,Sweden,1,24,51-Sweden,0.13163888
587,Germany,1,24,61-Germany,0.026249522
588,Germany,1,24,74-Germany,0.01792217
589,Sweden,1,24,78-Sweden,0.02508229
590,Germany,2,24,81-Germany,0.16193669
591,Germany,2,24,83-Germany,0.02419233
592,Germany,2,24,85-Germany,0.025026999999999997
593,Germany,2,24,96-Germany,0.07018305
594,Germany,2,24,109-Germany,0.054763876
595,Germany,2,24,109-Germany,0.01955204
596,Germany,2,24,123-Germany,0.020372882000000002
597,Germany,2,24,124-Germany,0.021211362
598,Sweden,2,24,128-Sweden,0.011128817000000001
599,Germany,2,24,136-Germany,0.14320776
600,Sweden,2,24,139-Sweden,0.043599606000000006
601,Germany,2,24,146-Germany,0.08004238500000001
602,Germany,2,24,154-Germany,0.061080895
603,Sweden,2,24,157-Sweden,0.023457304000000002
604,Germany,2,24,163-Germany,0.031483196000000005
605,Belgium,1,25,8-Belgium,0.036363214000000005
606,Belgium,1,25,12-Belgium,0.76
607,Belgium,1,25,26-Belgium,0.034688674
608,Belgium,1,25,28-Belgium,0.29124388
609,Belgium,1,25,37-Belgium,0.022494243
610,Belgium,1,25,49-Belgium,0.28816208
611,Tunisia,1,25,52-Tunisia,0.14983106000000002
612,Belgium,1,25,55-Belgium,0.06394411
613,Belgium,1,25,61-Belgium,0.03181706
614,Belgium,1,25,72-Belgium,0.07427109999999999
615,Tunisia,1,25,75-Tunisia,0.05762701
616,Tunisia,1,25,77-Tunisia,0.056162447000000004
617,Tunisia,1,25,83-Tunisia,0.023224406000000003
618,Tunisia,1,25,99-Tunisia,0.029525992
619,Tunisia,1,25,104-Tunisia,0.03364943
620,Belgium,1,25,118-Belgium,0.4800813
621,Belgium,2,25,122-Belgium,0.06986711
622,Tunisia,2,25,128-Tunisia,0.26858062
623,Tunisia,2,25,131-Tunisia,0.043425985
624,Belgium,2,25,135-Belgium,0.709792
625,Tunisia,2,25,141-Tunisia,0.15817738
626,Tunisia,2,25,147-Tunisia,0.023737099
627,Tunisia,2,25,154-Tunisia,0.11295295
628,Belgium,2,25,155-Belgium,0.06753851
629,Belgium,2,25,161-Belgium,0.034061607
630,Tunisia,2,25,164-Tunisia,0.027847597
631,Tunisia,2,25,164-Tunisia,0.061652906
632,Tunisia,2,25,165-Tunisia,0.08621028
633,Tunisia,2,25,173-Tunisia,0.025279861
634,Belgium,2,25,185-Belgium,0.68146193
635,Belgium,2,25,192-Belgium,0.027852349000000002
636,Belgium,2,25,192-Belgium,0.6698925
637,Belgium,2,25,192-Belgium,0.02653874
638,Belgium,2,25,196-Belgium,0.217128
639,Belgium,2,25,196-Belgium,0.059047014
640,Belgium,2,25,197-Belgium,0.017542366
641,Belgium,2,25,211-Belgium,0.19155373
642,Tunisia,2,25,212-Tunisia,0.010783357
643,Belgium,2,25,214-Belgium,0.17088552
644,Tunisia,2,25,218-Tunisia,0.30937353
645,Mexico,1,26,17-Mexico,0.081230514
646,Mexico,1,26,28-Mexico,0.019220501
647,Mexico,1,26,34-Mexico,0.014635118
648,South Korea,1,26,50-South Korea,0.073598206
649,South Korea,1,26,50-South Korea,0.18476109000000002
650,South Korea,1,26,50-South Korea,0.040161937
651,South Korea,1,26,51-South Korea,0.030657679
652,Mexico,1,26,54-Mexico,0.76
653,Mexico,1,26,56-Mexico,0.10922122000000001
654,South Korea,1,26,64-South Korea,0.027424358000000003
655,South Korea,1,26,76-South Korea,0.044250224000000005
656,Mexico,1,26,84-Mexico,0.048528522000000004
657,South Korea,1,26,87-South Korea,0.025030775
658,South Korea,1,26,87-South Korea,0.046826597000000005
659,Mexico,2,26,104-Mexico,0.046526764000000005
660,Mexico,2,26,106-Mexico,0.052892018000000006
661,South Korea,2,26,107-South Korea,0.15388197
662,South Korea,2,26,108-South Korea,0.08450539
663,South Korea,2,26,115-South Korea,0.017731847000000002
664,Mexico,2,26,121-Mexico,0.038560286
665,Mexico,2,26,121-Mexico,0.06488323
666,Mexico,2,26,124-Mexico,0.25318858
667,South Korea,2,26,125-South Korea,0.06469921000000001
668,Mexico,2,26,126-Mexico,0.019384185
669,Mexico,2,26,132-Mexico,0.28997704
670,South Korea,2,26,136-South Korea,0.049857017000000003
671,South Korea,2,26,151-South Korea,0.013799192
672,South Korea,2,26,166-South Korea,0.018751351
673,South Korea,2,26,176-South Korea,0.031499278
674,Mexico,2,26,181-Mexico,0.027252752
675,South Korea,2,26,182-South Korea,0.024557017
676,Panama,1,27,5-Panama,0.0086923065
677,Panama,1,27,7-Panama,0.13380772
678,England,1,27,12-England,0.0623142
679,Panama,1,27,24-Panama,0.032469414
680,England,1,27,32-England,0.76
681,England,1,27,50-England,0.05880373
682,England,1,27,56-England,0.41121199999999997
683,England,1,27,56-England,0.44859952000000003
684,England,1,27,58-England,0.11916055
685,England,1,27,60-England,0.76
686,England,2,27,87-England,0.02866295
687,England,2,27,87-England,0.1345973
688,Panama,2,27,91-Panama,0.17171514000000002
689,England,2,27,96-England,0.0392272
690,Panama,2,27,100-Panama,0.3724732
691,Panama,2,27,103-Panama,0.16298182
692,England,2,27,107-England,0.019273257000000002
693,Panama,2,27,129-Panama,0.0428649
694,Panama,2,27,129-Panama,0.01634675
695,Poland,1,28,6-Poland,0.01831525
696,Poland,1,28,13-Poland,0.16924209999999998
697,Colombia,1,28,31-Colombia,0.01599789
698,Poland,1,28,37-Poland,0.022514982000000003
699,Colombia,1,28,61-Colombia,0.012081112000000001
700,Colombia,1,28,72-Colombia,0.38586104
701,Poland,2,28,90-Poland,0.012869877
702,Poland,2,28,96-Poland,0.06546928
703,Colombia,2,28,101-Colombia,0.009792912
704,Colombia,2,28,103-Colombia,0.0726921
705,Colombia,2,28,106-Colombia,0.055960245000000006
706,Colombia,2,28,116-Colombia,0.049267657000000006
707,Colombia,2,28,117-Colombia,0.015689733
708,Poland,2,28,118-Poland,0.10013357
709,Poland,2,28,132-Poland,0.08447186
710,Colombia,2,28,139-Colombia,0.38005254
711,Poland,2,28,141-Poland,0.014449836
712,Colombia,2,28,145-Colombia,0.24294002
713,Poland,2,28,151-Poland,0.02090826
714,Poland,2,28,151-Poland,0.23357305
715,Colombia,2,28,155-Colombia,0.06900625
716,Colombia,2,28,156-Colombia,0.025630487
717,Poland,2,28,164-Poland,0.012536346
718,Colombia,2,28,166-Colombia,0.017059512000000002
719,Senegal,1,29,13-Senegal,0.016272865
720,Senegal,1,29,21-Senegal,0.0346099
721,Senegal,1,29,21-Senegal,0.498616
722,Senegal,1,29,24-Senegal,0.019989373
723,Japan,1,29,34-Japan,0.029319584000000003
724,Senegal,1,29,46-Senegal,0.14580283
725,Senegal,1,29,55-Senegal,0.10432292500000001
726,Japan,1,29,69-Japan,0.053610295
727,Senegal,1,29,79-Senegal,0.2906368
728,Japan,1,29,80-Japan,0.023832861
729,Japan,2,29,94-Japan,0.14451353
730,Senegal,2,29,97-Senegal,0.049625948
